"","apprehension_landmark","total"
"3506","JACKSON, MICHIGAN",25
"3507","JACKSONVILLE CIS OFFICE",8
"3508","JACKSONVILLE CORRECTIONAL CENTER, IL",2
"3509","JACKSONVILLE FL ERO",410
"3510","JACKSONVILLE POLICE DEPARTMENT",1
"3511","JAK GENERAL AREA, NON-SPECIFIC",263
"3512","JAMES RIVER CORRECTIONAL CENTER,ND",12
"3513","JAMES T. VAUGHN CORRECTIONAL CENTER",23
"3514","JAMESBURG PD",7
"3515","JASPER COUNTY DEPT. OF JUVENILE JUSTICE",2
"3516","JASPER COUNTY DETENTION CENTER",197
"3517","JASPER COUNTY IOWA",14
"3518","JASPER COUNTY JAIL, JASPER, TX",6
"3519","JASPER COUNTY JAIL, MS",6
"3520","JASPER COUNTY PROBATION, JASPER, TX",1
"3521","JASPER COUNTY SHERIFF'S OFFICE, INDIANA",10
"3522","JASPER COUNTY SHERIFFS OFFICE, MISSOURI",55
"3523","JASPER COUNTY, GA",4
"3524","JASPER COUNTY, MS",1
"3525","JASPER COUNTY, SC",14
"3526","JASPER PROBATION OFFICE",1
"3527","JASPER, GA",7
"3528","JAY COUNTY SHERIFF'S OFFICE, INDIANA",5
"3529","JCART - MAUI STREET ARREST",1
"3530","JCART - NASSAU CRIMINAL COURT, NY STATE",1
"3531","JCART - SUFFOLK CRIMINAL COURT, NY STATE",2
"3532","JCART STREET ARREST",19
"3533","JCART STREET ARREST ALBUQUERQUE JCART",2
"3534","JCART STREET ARREST CA STATE",380
"3535","JCART STREET ARREST NY STATE",221
"3536","JCART- BROWNSVILLE FEDERAL PROBATION TX FEDERAL",1
"3537","JCART- CAMERON COUNTY PROBATION OFFICE TX STATE",1
"3538","JCART- HIDALGO COUNTY STATE PAROLE OFFICE TX STATE",2
"3539","JCART- NASSAU DISTRICT, NY STATE",1
"3540","JCART- STARR COUNTY PROBATION  RIO GRANDE CITY TX STATE",2
"3541","JCART- STREET ARREST TX STATE",1
"3542","JCART-NEW MEXICO PROBATION AND PAROLE",4
"3543","JCART-OTHER STREET ARREST",1
"3544","JEAN NEVADA",1
"3545","JEFF DAVIS COUNTY GA",4
"3546","JEFFERSON CO JAIL, BEAUMONT TX",27
"3547","JEFFERSON CO JAIL, BEAUMONT, TX",12
"3548","JEFFERSON CO-LA SALLE CORRECTIONAL FACILITY",19
"3549","JEFFERSON COUNTY",184
"3550","JEFFERSON COUNTY JAIL",177
"3551","JEFFERSON COUNTY JAIL ID",16
"3552","JEFFERSON COUNTY JAIL, BEAUMONT, TX",164
"3553","JEFFERSON COUNTY JAIL, BIRMINGHAM, AL",8
"3554","JEFFERSON COUNTY JAIL, IA",4
"3555","JEFFERSON COUNTY JAIL, NE",3
"3556","JEFFERSON COUNTY JAIL, TN",108
"3557","JEFFERSON COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"3558","JEFFERSON COUNTY PROBATION OFFICE",93
"3559","JEFFERSON COUNTY PROBATION, BEAUMONT, TX",9
"3560","JEFFERSON COUNTY SHERIFF",1
"3561","JEFFERSON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",14
"3562","JEFFERSON COUNTY SHERIFF'S OFFICE, INDIANA",4
"3563","JEFFERSON COUNTY SHERIFFS OFFICE KANSAS",3
"3564","JEFFERSON COUNTY, GA",7
"3565","JEFFERSON COUNTY, MISSOURI",1
"3566","JEFFERSON COUNTY, MS",1
"3567","JEFFERSON DAVIS COUNTY JAIL, MS",1
"3568","JEFFERSON DAVIS PARISH JAIL",2
"3569","JEFFERSON PARISH, LA",683
"3570","JEFFERSON, GA (CAMDEN COUNTY)",5
"3571","JEFFERSON, GA (JACKSON COUNTY)",18
"3572","JEFFERSON, NC",4
"3573","JENKINS COUNTY, GA",1
"3574","JENNINGS COUNTY SHERIFF'S OFFICE, NORTH VERNON, INDIANA",17
"3575","JENNINGS POLICE DEPARTMENT, MISSOURI",1
"3576","JEROME COUNTY JAIL ID",182
"3577","JEROME COUNTY MISDEMEANOR PROBATION OFFICE ID",7
"3578","JERSEY CITY",36
"3579","JERSEY CITY PD",49
"3580","JERSEY VILLAGE POLICE DEPT, HARRIS COUNTY, TX",2
"3581","JERSEY VILLAGE, TEXAS",1
"3582","JESSAMINE COUNTY DETENTION CTR, KY",34
"3583","JFK INSPECTIONS",3
"3584","JIM WELLS COUNTY, TX",2
"3585","JNA GENERAL AREA, NON-SPECIFIC",1513
"3586","JOHNSON COUNTY GENERAL AREA",5
"3587","JOHNSON COUNTY JAIL",92
"3588","JOHNSON COUNTY JAIL, BUFFALO, WYOMING",1
"3589","JOHNSON COUNTY JAIL, IA",111
"3590","JOHNSON COUNTY JAIL, KY",1
"3591","JOHNSON COUNTY JAIL, TN",15
"3592","JOHNSON COUNTY KANSAS AREA NON-CUSTODIAL ARREST",124
"3593","JOHNSON COUNTY PROBATION OFFICE",1
"3594","JOHNSON COUNTY PROBATION-CLARKSVILLE OFFICE",1
"3595","JOHNSON COUNTY SHERIFF'S OFFICE, FRANKLIN, INDIANA",62
"3596","JOHNSON COUNTY SHERIFFS OFFICE",117
"3597","JOHNSON COUNTY SHERIFFS OFFICE KANSAS",297
"3598","JOHNSON COUNTY SHERIFFS OFFICE MISSOURI",4
"3599","JOHNSON COUNTY, GA",4
"3600","JOHNSTON COUNTY FUGITIVE OPERATIONS",80
"3601","JOHNSTON COUNTY JAIL",85
"3602","JOHNSTON COUNTY SHERIFF",13
"3603","Joint Terrorism TF, San Diego, CA",3
"3604","JONES COUNTY ADULT DETENTION CENTER, MS",63
"3605","JONES COUNTY FUGITIVE OPERATIONS",1
"3606","Jones County Jail Trenton, NC",2
"3607","JONES COUNTY JAIL, IA",5
"3608","JONES COUNTY, GA",1
"3609","JONES COUNTY, MS",4
"3610","Jones County, TX Jail",8
"3611","JONESBORO MUNICIPAL PROBATION",1
"3612","JONESBORO, GA",146
"3613","JOPLIN POLICE DEPARTMENT, MISSOURI",7
"3614","JOSEPHINE COUNTY JAIL",13
"3615","JRL GENERAL AREA, NON-SPECIFIC",384
"3616","JUAB COUNTY JAIL - UT",17
"3617","JUNIATA COUNTY PROBATION",3
"3618","JUVENILE JUSTICE COMMISION FEMALE SECURE FACILITY",1
"3619","KALAMAZOO AREA MICHIGAN STATE PAROLE OFFICE",2
"3620","KALAMAZOO COUNTY CIRCUIT COURT PROBATION/PAROLE",3
"3621","KALAMAZOO COUNTY DISTRICT COURT PROBATION",5
"3622","KALAMAZOO COUNTY JAIL, KALAMAZOO, MI",48
"3623","KALAMAZOO, MI GENERAL AREA",13
"3624","KALAMAZOO, MICHIGAN",22
"3625","KALISPELL, MT PROBATION&PAROLE",1
"3626","KALKASKA COUNTY JAIL, KALKASKA, MI",3
"3627","KAN GENERAL AREA, NON-SPECIFIC",1535
"3628","KANDIYOHI COUNTY JAIL, MN",60
"3629","KANE COUNTY JAIL, UT",2
"3630","KANE COUNTY SHERIFF'S OFFICE, IL",51
"3631","KANKAKEE COUNTY SHERIFF'S OFFICE, IL",22
"3632","KANSAS CITY DETENTION AND REMOVAL OPERATIONS OFFICE",37
"3633","KANSAS CITY KANSAS AREA NON-CUSTODIAL ARREST",34
"3634","KANSAS CITY MISSOURI AREA NON-CUSTODIAL ARREST",276
"3635","KANSAS CITY POLICE DEPARTMENT KANSAS CITY MISSOURI",81
"3636","KARNES COUNTY JAIL - TX1280000",782
"3637","KATY POLICE DEPT, HARRIS COUNTY, TX",17
"3638","KATY, TEXAS",28
"3639","KAUFMAN COUNTY CRIM AT LARGE",43
"3640","KAUFMAN COUNTY GEN AREA, NON-SPECIFIC",1
"3641","KAUFMAN COUNTY GENERAL AREA",6
"3642","KAUFMAN COUNTY JAIL",182
"3643","KAUFMAN COUNTY NON CRIM",6
"3644","KAUFMAN COUNTY PROBATION",12
"3645","KAUFMAN COUNTY SHERIFF'S OFFICE",1
"3646","KAY COUNTY JAIL",13
"3647","KCD GENERAL AREA, NON-SPECIFIC",609
"3648","KDOC, EL DORADO CORRECTIONAL FACILITY",36
"3649","KDOC, ELLSWORTH CORRECTIONAL FACILITY",1
"3650","KDOC, HUTCHINSON CORRECTIONAL  FACILITY, HUTCHINSON, KANSAS",122
"3651","KDOC, LARNED CORRECTIONAL FACILITY, LARNED, KANSAS",1
"3652","KDOC, NORTON CORRECTIONAL FACILITY, NORTON, KANSAS",1
"3653","KEANSBURG PD",2
"3654","KEARNY COUNTY SHERIFFS OFFICE, LAKIN, KANSAS",6
"3655","KEARNY MESA JUVENILE DETENTION FACILITY",2
"3656","KEARNY PD",51
"3657","KEEN MOUNTIAN CORRECTIONAL CENTER-VA",1
"3658","KEITH COUNTY JAIL, NE",2
"3659","KELLER POLICE DEPARTMENT",19
"3660","KEMAH POLICE DEPT, GALVESTON COUNTY, TX",1
"3661","KEMPER COUNTY, MS",1
"3662","KENDALL COUNTY JAIL - TX1300000",51
"3663","KENDALL COUNTY SHERIFF'S OFFICE, IL",7
"3664","KENILWORTH PD",5
"3665","KENNER, LA",106
"3666","KENNESAW, GA",2
"3667","KENT CITY JAIL",59
"3668","KENT COUNTY COURT",4
"3669","KENT COUNTY DETENTION CENTER",12
"3670","KENT COUNTY GENERAL AREA",9
"3671","KENT COUNTY JAIL, GRAND RAPIDS, MI",445
"3672","KENT COUNTY PROBATION",1
"3673","KENTON COUNTY DETENTION CTR, KY",155
"3674","KENTUCKY DEPARTMENT OF CORRECTIONS",161
"3675","KENTWOOD, MICHIGAN",15
"3676","KEOKUK COUNTY JAIL, IA",1
"3677","KERN COUNTY",843
"3678","KERN COUNTY JAIL LERDO",824
"3679","KERN COUNTY SHERIFF'S DEPARTMENT",7
"3680","KERN VALLEY STATE PRISON",43
"3681","KERR COUNTY JAIL - TX1330000",47
"3682","KERSHAW COUNTY, SC",50
"3683","KETCHIKAN CORRECTIONAL CENTER",1
"3684","KEYPORT PD",4
"3685","KILLEEN, TX",38
"3686","KILLINGLY, CT",5
"3687","KIMBLE COUNTY JAIL - TX1340000",1
"3688","KING CO.JAIL",1
"3689","KING COUNTY JAIL",15
"3690","KINGFISHER COUNTY JAIL",6
"3691","KINGMAN COUNTY SHERIFFS OFFICE, KINGMAN, KANSAS",11
"3692","KINGMAN POLICE DEPARTMENT",1
"3693","KINGS COUNTY",10
"3694","KINGS COUNTY JAIL",70
"3695","KINNELON PD",1
"3696","KINNEY COUNTY DETENTION CENTER",1
"3697","KINROSS CORRECTIONAL FACILITY, KINCHELOE, MI",25
"3698","KIOWA COUNTY SHERIFFS OFFICE, GREENSBURG, KANSAS",10
"3699","KIRKLAND CITY PD",10
"3700","KIRKLAND RECEPTION AND EVALUATION CENTER",1
"3701","KIRKLAND STATE PRISON, SC",124
"3702","KIRKWOOD POLICE DEPARTMENT, MISSOURI",1
"3703","KISSIMMEE GENERAL AREA",1
"3704","KISSIMMEE, FL PROBATION & PAROLE, FL DOC #094",65
"3705","KIT CARSON COUNTY",5
"3706","KIT CARSON COUNTY JAIL",1
"3707","KITSAP COUNTY JAIL",19
"3708","KITTITAS CO. JAIL",57
"3709","KLAMATH COUNTY JAIL",5
"3710","KLEBERG CO JAIL, KINGSVILE, TX",3
"3711","KLEBERG CO PROBATION, KINGSVILLE, TX",1
"3712","KLEBERG COUNTY JAIL, KINGSVILLE, TX",3
"3713","KLICKITAT CO. JAIL",18
"3714","KNOX COUNTY DETENTION CTR, KY",1
"3715","KNOX COUNTY JAIL, ROCKLAND",1
"3716","KNOX COUNTY JAIL, TN",311
"3717","KNOX COUNTY SHERIFF'S OFFICE, VINCENNES, INDIANA",4
"3718","KNX GENERAL AREA, NON-SPECIFIC",400
"3719","KOOCHICHING COUNTY LAW ENFORCEMENT CENTER, MN",1
"3720","KOOTENAI CO. JAIL",3
"3721","KOSCIUSKO COUNTY SHERIFF'S OFFICE, INDIANA",12
"3722","KREMMLING, CO",6
"3723","KROME SPC",2412
"3724","KROTZ SPRINGS CITY JAIL",1
"3725","LA FAYETTE, GA",4
"3726","LA FERIA CITY JAIL, TX",4
"3727","La Jolla, CA",1
"3728","LA JOYA CITY JAIL, TX",1
"3729","LA MARQUE POLICE DEPT, GALVESTON COUNTY, TX",1
"3730","LA MARQUE, TEXAS",1
"3731","La Mesa, CA",1
"3732","LA PAZ COUNTY JAIL",44
"3733","LA PLATA COUNTY",17
"3734","LA PLATA COUNTY COURTHOUSE",1
"3735","LA PLATA COUNTY JAIL",24
"3736","LA PORTE COUNTY SHERIFF'S OFFICE, INDIANA",1
"3737","LA PORTE PLICE DEPT,HARRIS COUNTY,TX",1
"3738","LA PORTE POLICE DEPT, HARRIS COUNTY, TX",1
"3739","LA SALLE COUNTY JAIL - TX1420000",1
"3740","LACKAWANNA COUNTY PRISON",70
"3741","LACKAWANNA COUNTY PROBATION",8
"3742","LACKAWANNA COUNTY PROCESSING CENTER (CENTRAL BOOKING)",1
"3743","LACLEDE COUNTY SHERIFFS OFFICE, MISSOURI",3
"3744","LAF GENERAL AREA, NON-SPECIFIC",211
"3745","LAFAYETTE COUNTY JAIL",4
"3746","LAFAYETTE COUNTY SHERIFFS OFFICE MISSOURI",8
"3747","LAFAYETTE COUNTY, MS",15
"3748","LAFAYETTE PARISH JAIL",1
"3749","LAFAYETTE PROBATION OFFICE",3
"3750","LAFAYETTE STREET JAIL/GA14, HARTFORD, CT",7
"3751","LAFOURCHE PARISH, LA",33
"3752","LAGRANGE COUNTY SHERIFF'S OFFICE, INDIANA",7
"3753","LAGRANGE PROBATION OFFICE",1
"3754","LAK GENERAL AREA, NON-SPECIFIC",54
"3755","LAKE CITY, GA",3
"3756","LAKE CO JAIL, MADISON, SD",10
"3757","LAKE COUNTY",1
"3758","LAKE COUNTY JAIL",35
"3759","LAKE COUNTY JAIL - CA",6
"3760","LAKE COUNTY JAIL MT",3
"3761","LAKE COUNTY JAIL, BALDWIN, MI",3
"3762","LAKE COUNTY JAIL, IL",39
"3763","LAKE COUNTY SHERIFF'S OFFICE, IL",26
"3764","LAKE COUNTY SHERIFF'S OFFICE, IN",14
"3765","LAKE COUNTY, COLORADO",2
"3766","LAKE HAVASU CITY POLICE DEPT.",2
"3767","LAKE JACKSON POLICE DEPT, BRAZORIA COUNTY, TX",1
"3768","LAKE JACKSON POLICE DEPT,BRAZORIA COUNTY, TX",2
"3769","LAKE ORION, MICHIGAN",4
"3770","LAKE PARK, GA",3
"3771","LAKE REGIONAL LAW ENFORCEMENT CENTER, ND",4
"3772","LAKE ST. LOUIS POLICE DEPARTMENT, MISSOURI",1
"3773","LAKE WORTH POLICE DEPARTMENT",3
"3774","LAKEWOOD POLICE DEPARTMENT",85
"3775","LAMAR COUNTY ADULT DETENTION CENTER, MS",48
"3776","LAMAR COUNTY GENERAL AREA",3
"3777","LAMAR COUNTY JAIL",1
"3778","LAMAR COUNTY NON CRIM",5
"3779","LAMAR COUNTY PROBATION",7
"3780","LAMAR COUNTY SHERIFFS OFFICE",63
"3781","LAMAR COUNTY, GA",4
"3782","LAMAR COUNTY, MS",5
"3783","LAMB COUNTY JAIL",16
"3784","LAMBERTVILLE PD",2
"3785","LAMPASAS COUNTY JAIL, LAMPASAS, TEXAS",22
"3786","LANCASTER COUNTY JAIL, NE",163
"3787","LANCASTER COUNTY, SC",90
"3788","LANCASTER POLICE DEPARTMENT",2
"3789","LANE COUNTY JAIL",29
"3790","LANIER COUNTY SHERIFFS, GA",2
"3791","LANSING AREA MICHIGAN STATE PAROLE OFFICE",1
"3792","LANSING CORRECTIONAL FACILITY KANSAS DEPARTMENT OF CORRECTIONS",35
"3793","LANSING, MI GENERAL AREA",17
"3794","LANSING, MICHIGAN",39
"3795","LAPEER COUNTY JAIL, LAPEER, MI",5
"3796","LAPEER, MICHIGAN",2
"3797","LAPORT COUNTY SHERIFF'S OFFICE, IN",10
"3798","LAPORTE, TEXAS",2
"3799","LAR GENERAL AREA, NON-SPECIFIC",4
"3800","LARAMIE COUNTY JAIL, CHEYENNE, WYOMING",45
"3801","LARAMIE COUNTY PROBATION OFFICE",1
"3802","LARAMIE COUNTY, WYOMING",33
"3803","LAREDO FEDERAL PROBATION AND PAROLE",1
"3804","LAREDO STREET ARREST",10
"3805","Larimer County",95
"3806","LARIMER COUNTY",13
"3807","Larimer County Jail",25
"3808","LARIMER COUNTY JAIL",5
"3809","Larimer County Probation",29
"3810","LARIMER COUNTY PROBATION OFFICE",3
"3811","LARRY D. SMITH CORRECTIONAL FACILITY (RCSD) BANNING, CA",73
"3812","LARUE COUNTY DETENTION CTR, KY",9
"3813","LAS ANIMAS COUNTY JAIL",7
"3814","LAS ANIMAS COUNTY PROBATION OFFICE",1
"3815","LAS ANIMAS COUNTY, CO",3
"3816","LAS COLINAS DETENTION AND REENTRY FACILITY",268
"3817","LAS CRUCES- DISTRICT OFFICE 3A",6
"3818","LAS CRUCES-DISTRICT OFFICE 3A",38
"3819","LAS GENERAL AREA, NON-SPECIFIC",25
"3820","LAS VEGAS CAP PROCESSING",517
"3821","LAS VEGAS CAP-AT-LARGE",24
"3822","LAS VEGAS DETENTION AND REMOVAL OPERATIONS",23
"3823","LAS VEGAS DRUG ENFORCEMENT ADMINISTRATION",2
"3824","LAS VEGAS FEDERAL BUREAU OF INVESTIGATIONS",1
"3825","LAS VEGAS FUGITIVE OPERATIONS",725
"3826","LAS VEGAS METRO POLICE DEPARTMENT",3
"3827","LAS VEGAS UNITED STATES MARSHAL SERVICE",35
"3828","LASALLE COUNTY SHERIFF'S OFFICE, IL",2
"3829","LASALLE DETENTION FACILITY (JENA)",806
"3830","LASSEN COUNTY JAIL",1
"3831","LATIMER COUNTY JAIL",1
"3832","LAUDERDALE COUNTY, MS",29
"3833","LAUREL COUNTY DETENTION CTR, KY",14
"3834","LAUREL HILL DRIVE, ORLANDO FL, PROBATION AND PAROLE OFFICE 092",4
"3835","LAURENS COUNTY",23
"3836","LAURENS COUNTY PROBATION & PAROLE OFFICE",1
"3837","LAURENS COUNTY, GA",3
"3838","LAVACA COUNTY JAIL, HALLETSVILLE, TX",12
"3839","LAVACA COUNTY JAIL,HALLETSVILLE,TX",8
"3840","LAVACA COUNTY PROBATION, HALLETSVILLE, TX",3
"3841","LAVALLETTE POLICE DEPARTMENT",1
"3842","LAWRENCE CORR. CENTER, IL (ILLINOIS DOC)",2
"3843","LAWRENCE COUNTY CORRECTIONAL FACILITY",2
"3844","LAWRENCE COUNTY JAIL, DEADWOOD, SD",6
"3845","LAWRENCE COUNTY JAIL, MS",1
"3846","LAWRENCE COUNTY JAIL, TN",7
"3847","LAWRENCE COUNTY SHERIFFS OFFICE, MISSOURI",8
"3848","LAWRENCE DISTRICT COURT",58
"3849","LAWRENCE POLICE DEPT",14
"3850","LAWRENCE TOWNSHIP POLICE DEPARTMENT",11
"3851","LAWRENCEVILLE PROBATION OFFICE",32
"3852","LAWRENCEVILLE, GA",97
"3853","LAWTON POLICE DEPARTMENT",12
"3854","LBK GENERAL AREA, NON-SPECIFIC",214
"3855","LCY GENERAL AREA, NON-SPECIFIC",2
"3856","LE ROY POLICE DEPARTMENT-NY STATE",1
"3857","LE SUEUR COUNTY JAIL, MN",13
"3858","LEA COUNTY CORRECTIONAL",1
"3859","LEA COUNTY DETENTION CENTER",1
"3860","LEAGUE CITY POLICE DEPT, GALVESTON COUNTY, TX",5
"3861","LEAGUE CITY POLICE DEPT,GALVESTON, TX",1
"3862","LEAGUE CITY, TEXAS",9
"3863","LEAKE COUNTY CORRECTIONAL FACILITY, MS",77
"3864","LEAR - 1070 ARRESTS",7
"3865","LEAR - APACHE COUNTY JAIL",2
"3866","LEAR - ARIZONA DEPARTMENT OF PUBLIC SAFETY",731
"3867","LEAR - ARIZONA DEPARTMENT OF TRANSPORTATION",4
"3868","LEAR - AVONDALE POLICE DEPARTMENT",8
"3869","LEAR - BUCKEYE POLICE DEPARTMENT",20
"3870","LEAR - BUREAU OF LAND MANAGEMENT",47
"3871","LEAR - CAMP VERDE POLICE DEPARTMENT",1
"3872","LEAR - CHANDLER POLICE DEPARTMENT",26
"3873","LEAR - CIS REFERAL",9
"3874","LEAR - COCONINO COUNTY SHERIFFS OFFICE",8
"3875","LEAR - COTTONWOOD POLICE DEPARTMENT",3
"3876","LEAR - DRUG ENFORCEMENT AGENCY",11
"3877","LEAR - EL MIRAGE POLICE DEPARTMENT",2
"3878","LEAR - FEDERAL BUREAU OF INVESTIGATIONS",6
"3879","LEAR - FLORENCE POLICE DEPARTMENT",3
"3880","LEAR - FT. MCDOWELL POLICE DEPARTMENT",6
"3881","LEAR - FUGITVE OPERATIONS REFERALS",3
"3882","LEAR - GILA COUNTY JAIL",1
"3883","LEAR - GILA INDIAN RESERVATION",5
"3884","LEAR - GILA RIVER POLICE DEPARTMENT",12
"3885","LEAR - GILBERT POLICE DEPARTMENT",2
"3886","LEAR - GLENDALE POLICE DEPARTMENT",30
"3887","LEAR - GOODYEAR POLICE DEPARTMENT",6
"3888","LEAR - GSA SECURITY",1
"3889","LEAR - HOLBROOK POLICE DEPARTMENT",10
"3890","LEAR - IMPACT",1
"3891","LEAR - MARICOPA COUNTY SHERIFFS OFFICE",9
"3892","LEAR - MESA POLICE DEPARTMENT",38
"3893","LEAR - MOHAVE COUNTY SHERIFFS OFFICE",3
"3894","LEAR - NAVAJO COUNTY SHERIFFS OFFICE",34
"3895","LEAR - OFFICE OF INVESTIGATIONS",64
"3896","LEAR - PARADISE VALLEY POLICE DEPARTMENT",7
"3897","LEAR - PAYSON POLICE DEPARTMENT",6
"3898","LEAR - PEORIA POLICE DEPARTMENT",12
"3899","LEAR - PHOENIX FIRE INVESTIGATIONS",3
"3900","LEAR - PHOENIX POLICE DEPARTMENT",615
"3901","LEAR - PINAL COUNTY SHERIFF'S OFFICE",3
"3902","LEAR - PRESCOTT POLICE DEPARTMENT",1
"3903","LEAR - PRESCOTT VALLEY SHERIFFS OFFICE",2
"3904","LEAR - SALT RIVER INDIAN RESERVATION",1
"3905","LEAR - SALT RIVER POLICE DEPARTMENT",7
"3906","LEAR - SCOTTSDALE POLICE DEPARTMENT DISTRICT 1",28
"3907","LEAR - SECURE COMMUNITIES",1
"3908","LEAR - SEDONA POLICE DEPARTMENT",2
"3909","LEAR - SHOW LOW POLICE DEPARTMENT",1
"3910","LEAR - SUPERIOR POLICE DEPARTMENT",6
"3911","LEAR - SURPRISE POLICE DEPARTMENT",3
"3912","LEAR - TEMPE POLICE DEPARTMENT",10
"3913","LEAR - TOLLESON POLICE DEPARTMENT",4
"3914","LEAR - UNITED STATES BORDER PARTOL",10
"3915","LEAR - UNITED STATES MARSHALS",9
"3916","LEAR - WICKENBURG POLICE DEPARTMENT",2
"3917","LEAR - WINSLOW POLICE DEPARTMENT",4
"3918","LEAR - YAVAPAI COUNTY SHERIFFS OFFICE",22
"3919","LEAR STREET ARREST",1
"3920","LEAVENWORTH COUNTY SHERIFFS OFFICE KANSAS",5
"3921","LEAVENWORTH FEDERAL CAMP LEAVENWORTH KANSAS",2
"3922","LEE COUNTY FUGITIVE OPERATIONS",16
"3923","LEE COUNTY JAIL",36
"3924","LEE COUNTY JAIL, GA",13
"3925","LEE COUNTY JAIL, GIDDINGS ,TX",13
"3926","LEE COUNTY JAIL, GIDDINGS, TX",25
"3927","LEE COUNTY JAIL, KY",4
"3928","LEE COUNTY, MS",6
"3929","LEE USP-VA",11
"3930","LEELANAU COUNTY JAIL, SUTTONS BAY, MI",2
"3931","LEESBURG, FL PROBATION & PAROLE, FL DOC #057",6
"3932","LEFLORE COUNTY JAIL",15
"3933","LEFLORE COUNTY, MS",4
"3934","LEHIGH COUNTY PRISON",54
"3935","LEHIGH COUNTY PROBATION",29
"3936","LEMHI COUNTY JAIL ID",1
"3937","LEMON CREEEK CORRECTIONAL CENTER",7
"3938","Lemon Grove, CA",4
"3939","LENAWEE COUNTY JAIL, ADRIAN, MI",23
"3940","LENNOX STATION-L.A. SHERIFFS DEPT, INGLEWOOD, CA",1
"3941","LENOIR CO PROBATION 301 E KING ST KINSTON",4
"3942","LENOIR COUNTY FUGITIVE OPERATIONS",21
"3943","LENOIR COUNTY JAIL",20
"3944","LENOIR, NC",3
"3945","LEOMINSTER DISTRICT COURT",1
"3946","LEOMINSTER POLICE DEPT",1
"3947","LEON COUNTY JAIL, CENTERVILLE, TX",13
"3948","LEON COUNTY JAIL,CENTERVVILLE, TX",10
"3949","LEON COUNTY PROBATION, CENTERVILLE, TX",2
"3950","LEONIA PD",2
"3951","LETCHER COUNTY JAIL, KY",3
"3952","LEVY COUNTY PROBATION & PAROLE",2
"3953","LEWIS & CLARK COUNTY JAIL MT",1
"3954","LEWIS COUNTY DETENTION CTR, KY",1
"3955","LEWIS COUNTY JAIL",54
"3956","LEWIS COUNTY SHERIFF",4
"3957","LEWIS COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"3958","LEWISVILLE CITY JAIL",332
"3959","LEX GENERAL AREA, NON-SPECIFIC",124
"3960","LEXINGTON COUNTY, SC",313
"3961","LEXINGTON, GA",2
"3962","LEXINGTON, NC",45
"3963","LIBERTY COUNTY JAIL, LIBERTY, TX",60
"3964","LIBERTY COUNTY JAIL, LIBERTY,TX",26
"3965","LIBERTY COUNTY PROBATION, LIBERTY, TX",9
"3966","LIBERTY COUNTY, GA",17
"3967","LIBERTY, TEXAS",27
"3968","LICKING COUNTY JAIL",9
"3969","LILBURN, GA",29
"3970","LIMESTONE (CIVIGENICS/CONTRACT) GROESBECK, TEXAS",4
"3971","LIMESTONE COUNTY JAIL, GROESBECK, TEXAS",38
"3972","LIN GENERAL AREA, NON-SPECIFIC",1
"3973","LINCOLN CO JAIL, IVANHOE, MN",2
"3974","LINCOLN CO PROBATION LINCOLNTON",1
"3975","LINCOLN CORR. CENTER, IL (ILLINOIS DOC)",2
"3976","LINCOLN CORRECTIONAL CENTER, NE",4
"3977","LINCOLN COUNTY",3
"3978","LINCOLN COUNTY DETENTION CENTER",1
"3979","LINCOLN COUNTY JAIL",38
"3980","LINCOLN COUNTY JAIL ID",3
"3981","LINCOLN COUNTY JAIL, KEMMERER, WY",7
"3982","LINCOLN COUNTY JAIL, NE",5
"3983","LINCOLN COUNTY JAIL, TN",12
"3984","LINCOLN COUNTY REGIONAL JAIL, KY",26
"3985","LINCOLN COUNTY SHERIFF'S DEPARTMENT",9
"3986","LINCOLN COUNTY SHERIFF'S DEPARTMENT, MISSOURI",12
"3987","LINCOLN COUNTY SHERIFF'S OFFICE",1
"3988","LINCOLN COUNTY SHERIFFS OFFICE, LINCOLN, KANSAS",2
"3989","LINCOLN COUNTY, NC",1
"3990","LINCOLN PARK POLICE DEPARTMENT",24
"3991","LINCOLN PARK, MICHIGAN",39
"3992","LINCOLN, COUNTY, MS",2
"3993","Linda Vista, CA",1
"3994","LINDEN PD",26
"3995","LINDENWOLD POLICE DEPARTMENT",45
"3996","LINN COUNTY JAIL",8
"3997","LINN COUNTY JAIL, IA",159
"3998","LINN COUNTY SHERIFFS OFFICE KANSAS",1
"3999","LIPSCOM COUNTY",4
"4000","LITCHFIELD, CT",1
"4001","LITHONIA, GA",8
"4002","LITTLE FALLS PD",1
"4003","LITTLE FERRY PD",2
"4004","LITTLE RIVER COUNTY JAIL",2
"4005","LIV GENERAL AREA, NON-SPECIFIC",7
"4006","LIVE OAK COUNTY JAIL, GEORGE WEST, TX",15
"4007","LIVE OAK COUNTY PROBATION, GEORGE WEST, TX",1
"4008","LIVERMORE POLICE DEPARTMENT",1
"4009","LIVERPOOL VILLAGE POLICE DEPARTMENT",2
"4010","LIVINGSTON AREA",2
"4011","LIVINGSTON CORRECTIONAL FACILITY",1
"4012","LIVINGSTON COUNTY",1
"4013","LIVINGSTON COUNTY JAIL",5
"4014","LIVINGSTON COUNTY JAIL, HOWELL, MI",18
"4015","LIVINGSTON COUNTY PROBATION",2
