book_in_date,date_of_birth,gender,country_of_citizenship,detention_facility,apprehension_method,most_serious_conviction,year,month,day,state
2015-10-08,"(b)(6),(b)(7)c)",Female,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Driving Under Influence Liquor,2015,10,8,WA
2015-10-08,"(b)(6),(b)(7)c)",Male,PHILIPPINES,YAKIMA COUNTY,CAP Local Incarceration,Assault,2015,10,8,WA
2015-10-08,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Traffic Offense,2015,10,8,WA
2015-10-08,"(b)(6),(b)(7)c)",Male,UNITED KINGDOM,ANCHORAGE JAIL,CAP State Incarceration,Assault,2015,10,8,AK
2015-10-08,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,Assault,2015,10,8,WA
2015-10-08,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,Other Agency (turned over to INS),Incendiary Device - Using,2015,10,8,WA
2015-10-08,"(b)(6),(b)(7)c)",Female,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Amphetamine - Manufacturing,2015,10,8,OR
2015-10-08,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Assault,2015,10,8,OR
2015-10-08,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Federal Incarceration,Cocaine - Sell,2015,10,8,OR
2015-10-08,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,Driving Under Influence Liquor,2015,10,8,WA
2015-10-08,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Amphetamine - Manufacturing,2015,10,8,OR
2015-10-08,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,CAP Local Incarceration,Domestic Violence,2015,10,8,WA
2015-10-08,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Violation of a Court Order,2015,10,8,WA
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,Sex Assault,2015,10,9,OR
2015-10-09,"(b)(6),(b)(7)c)",Male,HONDURAS,NORTHWEST DET. CENTER,Patrol Border,NA,2015,10,9,WA
2015-10-09,"(b)(6),(b)(7)c)",Female,"CHINA, PEOPLES REPUBLIC OF",NORTHWEST DET. CENTER,Inspections,NA,2015,10,9,WA
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,NA,Larceny,2015,10,9,WA
2015-10-09,"(b)(6),(b)(7)c)",Male,GUATEMALA,NORTHWEST DET. CENTER,Patrol Border,NA,2015,10,9,WA
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Located,Fraud,2015,10,9,OR
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,Patrol Border,NA,2015,10,9,WA
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Amphetamine - Sell,2015,10,9,OR
2015-10-09,"(b)(6),(b)(7)c)",Male,CHILE,NORTHWEST DET. CENTER,Patrol Border,Driving Under Influence Liquor,2015,10,9,WA
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,Non-Custodial Arrest,Amphetamine - Manufacturing,2015,10,9,WA
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Homicide,2015,10,9,OR
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Amphetamine - Possession,2015,10,9,OR
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,Inspections,NA,2015,10,9,WA
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Located,Aggravated Assault - Gun,2015,10,9,OR
2015-10-09,"(b)(6),(b)(7)c)",Female,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Federal Incarceration,Drug Trafficking,2015,10,9,WA
2015-10-09,"(b)(6),(b)(7)c)",Male,GUATEMALA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,Assault,2015,10,9,WA
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,Damage Property,2015,10,9,WA
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Federal Incarceration,Assault,2015,10,9,OR
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,Aggravated Assault - Family-Strongarm,2015,10,9,OR
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,Theft And Use Vehicle Other Crime,2015,10,9,WA
2015-10-09,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Assault,2015,10,9,OR
2015-10-10,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHERN OREGON CORR.FAC.,Non-Custodial Arrest,Public Order Crimes,2015,10,10,OR
2015-10-11,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,Law Enforcement Agency Response Unit,Drug Trafficking,2015,10,11,WA
2015-10-11,"(b)(6),(b)(7)c)",Male,MOLDOVA,NORTHERN OREGON CORR.FAC.,Non-Custodial Arrest,Robbery,2015,10,11,OR
2015-10-11,"(b)(6),(b)(7)c)",Male,"MICRONESIA, FEDERATED STATES OF",NORTHERN OREGON CORR.FAC.,Non-Custodial Arrest,Assault,2015,10,11,OR
2015-10-12,"(b)(6),(b)(7)c)",Male,HONDURAS,NORTHWEST DET. CENTER,CAP Local Incarceration,Assault,2015,10,12,WA
2015-10-13,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Federal Incarceration,Assault,2015,10,13,WA
2015-10-13,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Assault,2015,10,13,WA
2015-10-13,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,Boat Patrol,NA,2015,10,13,WA
2015-10-13,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,Other Agency (turned over to INS),NA,2015,10,13,WA
2015-10-13,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Located,Burglary,2015,10,13,WA
2015-10-13,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Burglary,2015,10,13,WA
2015-10-13,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Amphetamine - Possession,2015,10,13,WA
2015-10-13,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,Other Agency (turned over to INS),NA,2015,10,13,WA
2015-10-13,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Heroin - Sell,2015,10,13,WA
2015-10-13,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Cocaine - Sell,2015,10,13,OR
2015-10-13,"(b)(6),(b)(7)c)",Female,EL SALVADOR,YAKIMA COUNTY,CAP Local Incarceration,Domestic Violence,2015,10,13,WA
2015-10-14,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,CAP Local Incarceration,Hit and Run,2015,10,14,WA
2015-10-14,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Located,Amphetamine - Possession,2015,10,14,OR
2015-10-14,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Possession Forged (identify in comments),2015,10,14,OR
2015-10-14,"(b)(6),(b)(7)c)",Male,NEW ZEALAND,SEATTLE FIELD OFFICE HOLD ROOM,CAP State Incarceration,Rape - Remarks,2015,10,14,WA
2015-10-14,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,CAP Local Incarceration,Marijuana - Sell,2015,10,14,WA
2015-10-14,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,Hit and Run,2015,10,14,WA
2015-10-14,"(b)(6),(b)(7)c)",Male,PHILIPPINES,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Threat Terroristic State Offenses,2015,10,14,OR
2015-10-14,"(b)(6),(b)(7)c)",Male,AFGHANISTAN,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Contempt Of Court,2015,10,14,OR
2015-10-14,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,NA,Assault,2015,10,14,WA
2015-10-14,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Driving Under Influence Liquor,2015,10,14,OR
2015-10-15,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHERN OREGON CORR.FAC.,Non-Custodial Arrest,Hit and Run,2015,10,15,OR
2015-10-15,"(b)(6),(b)(7)c)",Male,HONDURAS,SEATTLE FIELD OFFICE HOLD ROOM,Located,NA,2015,10,15,WA
2015-10-15,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Burglary,2015,10,15,WA
2015-10-15,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Larceny,2015,10,15,WA
2015-10-15,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,Cocaine - Possession,2015,10,15,WA
2015-10-15,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,"Illegal Re-Entry (INA SEC.101(a)(43)(O), 8USC1326 only)",2015,10,15,WA
2015-10-15,"(b)(6),(b)(7)c)",Female,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Domestic Violence,2015,10,15,WA
2015-10-15,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Weapon Offense,2015,10,15,OR
2015-10-15,"(b)(6),(b)(7)c)",Male,GUATEMALA,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Driving Under Influence Liquor,2015,10,15,WA
2015-10-16,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Public Order Crimes,2015,10,16,WA
2015-10-16,"(b)(6),(b)(7)c)",Male,UKRAINE,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Theft And Use Vehicle Other Crime,2015,10,16,OR
2015-10-16,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,Rape - Strongarm,2015,10,16,OR
2015-10-16,"(b)(6),(b)(7)c)",Female,SWEDEN,NORTHWEST DET. CENTER,Patrol Border,Traffic Offense,2015,10,16,WA
2015-10-16,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,CAP Local Incarceration,Assault,2015,10,16,WA
2015-10-16,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Public Order Crimes,2015,10,16,WA
2015-10-16,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Sex Assault,2015,10,16,OR
2015-10-16,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Larceny,2015,10,16,OR
2015-10-16,"(b)(6),(b)(7)c)",Male,CANADA,NORTHWEST DET. CENTER,NA,NA,2015,10,16,WA
2015-10-16,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Heroin - Sell,2015,10,16,OR
2015-10-16,"(b)(6),(b)(7)c)",Male,GUATEMALA,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Driving Under Influence Liquor,2015,10,16,WA
2015-10-16,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Federal Incarceration,Driving Under Influence Liquor,2015,10,16,OR
2015-10-16,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Larceny,2015,10,16,WA
2015-10-16,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Driving Under Influence Liquor,2015,10,16,WA
2015-10-16,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Federal Incarceration,Larceny,2015,10,16,OR
2015-10-17,"(b)(6),(b)(7)c)",Female,INDIA,NORTHWEST DET. CENTER,Patrol Border,NA,2015,10,17,WA
2015-10-17,"(b)(6),(b)(7)c)",Female,INDIA,NORTHWEST DET. CENTER,Patrol Border,NA,2015,10,17,WA
2015-10-17,"(b)(6),(b)(7)c)",Female,INDIA,NORTHWEST DET. CENTER,Patrol Border,NA,2015,10,17,WA
2015-10-17,"(b)(6),(b)(7)c)",Male,INDIA,NORTHWEST DET. CENTER,Patrol Border,NA,2015,10,17,WA
2015-10-17,"(b)(6),(b)(7)c)",Female,INDIA,NORTHWEST DET. CENTER,Patrol Border,NA,2015,10,17,WA
2015-10-17,"(b)(6),(b)(7)c)",Male,INDIA,NORTHWEST DET. CENTER,Patrol Border,NA,2015,10,17,WA
2015-10-17,"(b)(6),(b)(7)c)",Female,INDIA,NORTHWEST DET. CENTER,Patrol Border,NA,2015,10,17,WA
2015-10-17,"(b)(6),(b)(7)c)",Male,INDIA,NORTHWEST DET. CENTER,Patrol Border,NA,2015,10,17,WA
2015-10-18,"(b)(6),(b)(7)c)",Female,SOUTH KOREA,NORTHWEST DET. CENTER,Inspections,NA,2015,10,18,WA
2015-10-18,"(b)(6),(b)(7)c)",Female,SOUTH KOREA,NORTHWEST DET. CENTER,Inspections,NA,2015,10,18,WA
2015-10-19,"(b)(6),(b)(7)c)",Male,JAPAN,NORTHWEST DET. CENTER,Inspections,NA,2015,10,19,WA
2015-10-19,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,Patrol Border,Marijuana - Sell,2015,10,19,WA
2015-10-19,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Traffic Offense,2015,10,19,WA
2015-10-19,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Traffic Offense,2015,10,19,WA
2015-10-19,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Drug Possession,2015,10,19,WA
2015-10-19,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,CAP Local Incarceration,Assault,2015,10,19,WA
2015-10-19,"(b)(6),(b)(7)c)",Male,GUATEMALA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Federal Incarceration,Assault,2015,10,19,WA
2015-10-19,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,Indecent Exposure,2015,10,19,WA
2015-10-19,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Aggravated Assault - Non-family-Weapon,2015,10,19,OR
2015-10-19,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,CAP Local Incarceration,Domestic Violence,2015,10,19,WA
2015-10-19,"(b)(6),(b)(7)c)",Male,MEXICO,SPRINGFIELD CITY JAIL,Non-Custodial Arrest,Amphetamine - Sell,2015,10,19,OR
2015-10-20,"(b)(6),(b)(7)c)",Male,SOUTH KOREA,NORTHWEST DET. CENTER,Patrol Border,Burglary,2015,10,20,WA
2015-10-20,"(b)(6),(b)(7)c)",Male,ESTONIA,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Larceny,2015,10,20,OR
2015-10-20,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,Rape - Strongarm,2015,10,20,OR
2015-10-20,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,Non-Custodial Arrest,Aggravated Assault - Family-Strongarm,2015,10,20,OR
2015-10-21,"(b)(6),(b)(7)c)",Male,"MICRONESIA, FEDERATED STATES OF",PORTLAND DISTRICT OFFICE,CAP State Incarceration,Domestic Violence,2015,10,21,OR
2015-10-21,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,NA,2015,10,21,OR
2015-10-21,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Hit and Run,2015,10,21,OR
2015-10-21,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Sex Assault,2015,10,21,OR
2015-10-21,"(b)(6),(b)(7)c)",Male,HONDURAS,SEATTLE FIELD OFFICE HOLD ROOM,Located,Drug Trafficking,2015,10,21,WA
2015-10-21,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Cocaine - Possession,2015,10,21,OR
2015-10-21,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,Sex Assault,2015,10,21,OR
2015-10-21,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,Located,Driving Under Influence Liquor,2015,10,21,WA
2015-10-21,"(b)(6),(b)(7)c)",Male,UKRAINE,NORTHWEST DET. CENTER,Located,Violation of a Court Order,2015,10,21,WA
2015-10-21,"(b)(6),(b)(7)c)",Female,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,Assault,2015,10,21,WA
2015-10-21,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,NA,2015,10,21,OR
2015-10-22,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,Other Agency (turned over to INS),Assault,2015,10,22,WA
2015-10-22,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,Drug Possession,2015,10,22,WA
2015-10-22,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Driving Under Influence Liquor,2015,10,22,WA
2015-10-22,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,Drug Possession,2015,10,22,WA
2015-10-22,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Driving Under Influence Liquor,2015,10,22,WA
2015-10-22,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Amphetamine - Possession,2015,10,22,OR
2015-10-22,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,Assault,2015,10,22,WA
2015-10-22,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Traffic Offense,2015,10,22,WA
2015-10-22,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,Assault,2015,10,22,WA
2015-10-22,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Amphetamine - Sell,2015,10,22,OR
2015-10-22,"(b)(6),(b)(7)c)",Female,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Federal Incarceration,Drug Trafficking,2015,10,22,WA
2015-10-22,"(b)(6),(b)(7)c)",Male,GUATEMALA,NORTHWEST DET. CENTER,CAP Local Incarceration,Traffic Offense,2015,10,22,WA
2015-10-23,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,Assault,2015,10,23,OR
2015-10-23,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Assault,2015,10,23,WA
2015-10-23,"(b)(6),(b)(7)c)",Female,MEXICO,PORTLAND DISTRICT OFFICE,Located,Forgery,2015,10,23,OR
2015-10-23,"(b)(6),(b)(7)c)",Female,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Federal Incarceration,Assault,2015,10,23,WA
2015-10-23,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Federal Incarceration,Assault,2015,10,23,WA
2015-10-23,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Driving Under Influence Liquor,2015,10,23,OR
2015-10-23,"(b)(6),(b)(7)c)",Female,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Federal Incarceration,Amphetamine - Sell,2015,10,23,WA
2015-10-23,"(b)(6),(b)(7)c)",Male,MEXICO,UMATILLA CO JAIL,CAP Local Incarceration,Driving Under Influence Liquor,2015,10,23,OR
2015-10-23,"(b)(6),(b)(7)c)",Male,RUSSIA,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Robbery,2015,10,23,OR
2015-10-23,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Traffic Offense,2015,10,23,WA
2015-10-23,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Licensing Violation,2015,10,23,WA
2015-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,Non-Custodial Arrest,NA,2015,10,26,OR
2015-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Obstruct Police,2015,10,26,WA
2015-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Federal Incarceration,Disorderly Conduct,2015,10,26,OR
2015-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,Located,Weapon Offense,2015,10,26,WA
2015-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Drug Trafficking,2015,10,26,WA
2015-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,UMATILLA CO JAIL,CAP Local Incarceration,Aggravated Assault - Weapon,2015,10,26,OR
2015-10-26,"(b)(6),(b)(7)c)",Male,EL SALVADOR,YAKIMA COUNTY,CAP Local Incarceration,Rape - Strongarm,2015,10,26,WA
2015-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Amphetamine - Sell,2015,10,26,OR
2015-10-27,"(b)(6),(b)(7)c)",Male,PHILIPPINES,SEATTLE FIELD OFFICE HOLD ROOM,CAP State Incarceration,Escape From Custody,2015,10,27,WA
2015-10-27,"(b)(6),(b)(7)c)",Male,KYRGYZSTAN,YAKIMA SUB-OFFICE,CAP State Incarceration,Kidnapping,2015,10,27,WA
2015-10-27,"(b)(6),(b)(7)c)",Male,CUBA,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Burglary,2015,10,27,OR
2015-10-27,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Weapon Offense,2015,10,27,WA
2015-10-27,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Located,Indecent Exposure,2015,10,27,OR
2015-10-27,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Domestic Violence,2015,10,27,WA
2015-10-27,"(b)(6),(b)(7)c)",Male,JORDAN,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Weapon Offense,2015,10,27,OR
2015-10-27,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Sex Offense,2015,10,27,OR
2015-10-27,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,Transportation Check Bus,Driving Under Influence Liquor,2015,10,27,WA
2015-10-27,"(b)(6),(b)(7)c)",Female,GREECE,NORTHWEST DET. CENTER,Inspections,NA,2015,10,27,WA
2015-10-27,"(b)(6),(b)(7)c)",Male,GUATEMALA,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Driving Under Influence Liquor,2015,10,27,OR
2015-10-27,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Located,Drug Trafficking,2015,10,27,WA
2015-10-28,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Obstruct Police,2015,10,28,WA
2015-10-28,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Located,Driving Under Influence Liquor,2015,10,28,WA
2015-10-28,"(b)(6),(b)(7)c)",Male,GUATEMALA,SEATTLE FIELD OFFICE HOLD ROOM,CAP State Incarceration,Rape - Remarks,2015,10,28,WA
2015-10-28,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,Driving Under Influence Liquor,2015,10,28,WA
2015-10-28,"(b)(6),(b)(7)c)",Male,EL SALVADOR,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,Assault,2015,10,28,OR
2015-10-28,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,Molestation of Minor,2015,10,28,WA
2015-10-28,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP State Incarceration,Homicide,2015,10,28,WA
2015-10-28,"(b)(6),(b)(7)c)",Male,EL SALVADOR,YAKIMA COUNTY,CAP Local Incarceration,Obstruct Police,2015,10,28,WA
2015-10-28,"(b)(6),(b)(7)c)",Male,MEXICO,JOSEPHINE CO. JAIL,Non-Custodial Arrest,Assault,2015,10,28,OR
2015-10-28,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Driving Under Influence Liquor,2015,10,28,WA
2015-10-28,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,Driving Under Influence Liquor,2015,10,28,WA
2015-10-28,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,Synthetic Narcotic - Sell,2015,10,28,OR
2015-10-28,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,Sex Assault,2015,10,28,OR
2015-10-28,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Non-Custodial Arrest,NA,2015,10,28,OR
2015-10-28,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHERN OREGON CORR.FAC.,Located,Assault,2015,10,28,OR
