"","aor","apprehension_landmark","total"
"4163","HOU","USBOP CI-MOSHANNON VALLEY",1
"4164","HOU","VEN GENERAL AREA, NON-SPECIFIC",1
"4165","HOU","VICTORIA COUNTY PROBATION, VICTORIA, TX",15
"4166","HOU","VICTORIA POLICE DEPT, VICTORIA COUNTY, TX",64
"4167","HOU","VICTORIA, TEXAS",7
"4168","HOU","WALKER COUNTY JAIL, HUNTSVILLE, TX",39
"4169","HOU","WALKER COUNTY PROBATION, HUNTSVILLE, TX",17
"4170","HOU","WALLER CO SO, HEMPSTEAD, TX",22
"4171","HOU","WALLER COUNTY JAIL, HEMPSTEAD, TX",90
"4172","HOU","WALLER COUNTY PROBATION, HEMPSTEAD, TX",1
"4173","HOU","WALLER, TEXAS",12
"4174","HOU","WASHINGTON COUNTY JAIL, BRENHAM, TX",20
"4175","HOU","WASHINGTON COUNTY PROBATION, BRENHAM, TX",2
"4176","HOU","WASHINGTON, COUNTY JAIL, BRENHAM, TX",14
"4177","HOU","WEBSTER POLCE DEPT, HARRIS CO, TX",1
"4178","HOU","WEBSTER POLICE DEPT, HARRIS COUNTY, TX",4
"4179","HOU","WEBSTER, TEXAS",5
"4180","HOU","WEST COLUMBIA POLICE DEPT, BRAZORIA CO, TX",1
"4181","HOU","WEST COLUMBIA POLICE DEPT, BRAZORIA COUNTY, TX",4
"4182","HOU","WHARTON COUNTY JAIL, WHARTON, TX",42
"4183","HOU","WHARTON COUNTY PROBATION, WHARTON, TX",2
"4184","HOU","WHARTON, TEXAS",3
"4185","HOU","WILLIS POLICE DEPT, MONTGOMERY CO, TX",1
"4186","HOU","WILLIS POLICE DEPT, MONTGOMERY COUNTY, TX",1
"4187","HOU","WILLIS, TEXAS",22
"4188","HOU","XHO GENERAL AREA, NON-SPECIFIC",5
"4189","HOU",NA,230
"4190","LOS"," ADELANTO DETENTION CENTER (SBSD) ADELANTO, CA",60
"4191","LOS","287(G)- LOS ANGELES COUNTY JAIL ENFORCEMENT OFFICER",2
"4192","LOS","287(G)- RIVERSIDE COUNTY JAIL ENFORCEMENT OFFICER",1
"4193","LOS","287(G)- SAN BERNARDINO COUNTY JAIL ENFORCEMENT OFFICER",2
"4194","LOS","77TH ST REGIONAL JAIL, LAPD",2
"4195","LOS","AB4 REFERRAL RIVERSIDE COUNTY",18
"4196","LOS","AB4 REFERRAL SAN BERNARDINO COUNTY",34
"4197","LOS","ABQ GENERAL AREA, NON-SPECIFIC",1
"4198","LOS","ADAMS COUNTY JAIL",1
"4199","LOS","ADE GENERAL AREA, NON-SPECIFIC",1769
"4200","LOS","ADELANTO CCF (STATE) ADELANTO, CA",4
"4201","LOS","ADELANTO, CA ICE FACILITY",390
"4202","LOS","ALHAMBRA POLICE DEPT, ALHAMBRA, CA",1
"4203","LOS","ALTERNATIVE TO DETENTION CA STATE ARREST",1
"4204","LOS","ANAHEIM, CA",4
"4205","LOS","ARCADIA POLICE DEPT, ARCADIA, CA",1
"4206","LOS","ATD CA STATE",2
"4207","LOS","AZUSA POLICE DEPT, AZUSA, CA",1
"4208","LOS","BARSTOW JAIL (SBSD) BARSTOW, CA",7
"4209","LOS","BELL POLICE DEPT, BELL, CA",7
"4210","LOS","BEVERLY HILLS POLICE DEPT, BEVERLY HILLS, CA",2
"4211","LOS","BIG BEAR JAIL (SBSD) BIG BEAR, CA",6
"4212","LOS","BKI GENERAL AREA, NON-SPECIFIC",9
"4213","LOS","BLYTHE JAIL (RCSD) BLYTHE, CA",1
"4214","LOS","CAC GENERAL AREA, NON-SPECIFIC",14
"4215","LOS","CALIFORNIA INSTITUTION FOR MEN CHINO, CA",338
"4216","LOS","CALIFORNIA INSTITUTION FOR WOMEN CORONA, CA",62
"4217","LOS","CALIFORNIA MENS COLONY EAST",24
"4218","LOS","CALIFORNIA MENS COLONY WEST",52
"4219","LOS","CALIFORNIA REHABILITATION CENTER NORCO, CA",252
"4220","LOS","CAP - LEWIS",1
"4221","LOS","CAP - MARICOPA COUNTY SHERIFFS OFFICE JAIL",1
"4222","LOS","CAP - SHELBY CO CORRECTION CENTER (PENAL FARM) TN STATE",1
"4223","LOS","CAP - WASHOE COUNTY JAIL, RENO, NEVADA",1
"4224","LOS","CAP STREET ARREST CALIFORNIA",31
"4225","LOS","CAP STREET ARRESTS CA STATE",250
"4226","LOS","CARSON SHERIFF'S DEPT, CARSON, CA",1
"4227","LOS","CENTRAL VALLEY CCF",2
"4228","LOS","CENTURY STATION-LAPD, LOS ANGELES, CA",1
"4229","LOS","CHUCKAWALLA VALLEY STATE PRISON BLYTHE, CA",198
"4230","LOS","CMF VACAVILLE",1
"4231","LOS","COMPTON SHERIFF DEPT, COMPTON, CA",1
"4232","LOS","CONTRA COSTA COUNTY JAIL MAIN- CA",1
"4233","LOS","COVINA POLICE DEPT, COVINA, CA",4
"4234","LOS","DALLAS COUNTY GENERAL AREA",1
"4235","LOS","DENVER COUNTY PROBATION OFFICE",1
"4236","LOS","DESERT VIEW CCF (STATE) ADELANTO, CA",185
"4237","LOS","DOWNEY POLICE DEPT, DOWNEY, CA",1
"4238","LOS","EAST LOS ANGELES SHERIFF'S DEPT, EAST LOS ANGELES, CA",4
"4239","LOS","EL MONTE POLICE DEPT, EL SEGUNDO, CA",3
"4240","LOS","FCI BENNETTSVILLE",1
"4241","LOS","FEDCAP-GEO U.S. MARSHALLS",1
"4242","LOS","FEDERAL PRISON LOMPOC LOW",20
"4243","LOS","FEDERAL PRISON LOMPOC MEDIUM",653
"4244","LOS","FL DEPARTMENT OF CORRECTIONS",1
"4245","LOS","FOS GENERAL AREA, NON-SPECIFIC",3
"4246","LOS","FUG OPS - LOS ANGELES, CA STATE",231
"4247","LOS","FUGITIVE OPERATIONS  CA  STATE",137
"4248","LOS","FUGITIVE OPERATIONS - RENO, NEVADA",2
"4249","LOS","FUGITIVE OPERATIONS CA STATE",1696
"4250","LOS","GARDENA POLICE DEPT, GARDENA, CA",2
"4251","LOS","GLEN HELEN REHABILITATION CENTER (SBSD) DEVORE, CA",82
"4252","LOS","GLENDALE POLICE DEPT, GLENDALE, CGA",1
"4253","LOS","GLENDORA POLICE DEPT, GLENDORA, CA",1
"4254","LOS","HAWTHORNE POLICE DEPT, HAWTHORNE, CA",1
"4255","LOS","HENNEPIN COUNTY ADULT DETENTION CENTER, MN",1
"4256","LOS","HERMOSA BEACH POLICE DEPT, HERMOSA BEACH, CA",1
"4257","LOS","HUNTINGTON PARK POLICE DEPT, HUNTINGTON PARK, CA",5
"4258","LOS","ICE USBP INDIO AB4 ARREST",2
"4259","LOS","ICE USBP INDIO TASK FORCE",143
"4260","LOS","INDIO JAIL (RCSD) INDIO, CA",34
"4261","LOS","INDUSTRY SHERIFFS DEPT, CITY OF INDUSTRY, CA",6
"4262","LOS","IRONWOOD STATE PRISON BLYTHE, CA",51
"4263","LOS","JAK GENERAL AREA, NON-SPECIFIC",6
"4264","LOS","JCART STREET ARREST CA STATE",380
"4265","LOS","KERN COUNTY JAIL LERDO",1
"4266","LOS","KERN VALLEY STATE PRISON",1
"4267","LOS","LARRY D. SMITH CORRECTIONAL FACILITY (RCSD) BANNING, CA",73
"4268","LOS","LAS VEGAS UNITED STATES MARSHAL SERVICE",1
"4269","LOS","LCY GENERAL AREA, NON-SPECIFIC",2
"4270","LOS","LENNOX STATION-L.A. SHERIFFS DEPT, INGLEWOOD, CA",1
"4271","LOS","LNB GENERAL AREA, NON-SPECIFIC",2
"4272","LOS","LOM GENERAL AREA, NON-SPECIFIC",1075
"4273","LOS","LOMPOC CITY JAIL",2
"4274","LOS","LONG BEACH POLICE DEPARTMENT, LONG BEACH, CA",3
"4275","LOS","LOS ANGELES COUNTY GENERAL AREA, NON-SPECIFIC",8596
"4276","LOS","LOS ANGELES COUNTY JAIL, LOS ANGELES, CA",664
"4277","LOS","LOS ANGELES, CA",2
"4278","LOS","LOS GENERAL AREA, NON-SPECIFIC",5
"4279","LOS","LVG GENERAL AREA, NON-SPECIFIC",2
"4280","LOS","LYNWOOD CRDF LOS ANGELES COUNTY SHERIFF'S DEPT",8
"4281","LOS","MALIBU/ LOST HILLS SHERIFFS DEPT, AGOURA, CA",2
"4282","LOS","METROPOLITAN DETENTION CENTER, LOS ANGELES, CA",32
"4283","LOS","MONTEREY COUNTY JAIL",1
"4284","LOS","MORONGO BASIN JAIL (SBSD) JOSHUA TREE, CA",3
"4285","LOS","NEWTON STREET DIVISION-LAPD, LOS ANGELES, CA",1
"4286","LOS","NORTH KERN STATE PRISON",1
"4287","LOS","OAK GENERAL AREA, NON-SPECIFIC",1
"4288","LOS","OKLAHOMA COUNTY JAIL",1
"4289","LOS","ORANGE COUNTY GENERAL AREA, NON-SPECIFIC",1
"4290","LOS","ORANGE COUNTY JAIL - INTAKE RELEASE CENTER",32
"4291","LOS","ORANGE COUNTY JAIL - THEO LACY FACILITY",8
"4292","LOS","ORANGE COUNTY JAIL, SANTA ANA, CA",21
"4293","LOS","ORANGE COUNTY SHERIFF'S DEPARTMENT",2
"4294","LOS","POMONA POLICE DEPT, POMONA, CA",2
"4295","LOS","RIVERSIDE COUNTY GENERAL AREA",102
"4296","LOS","RIVERSIDE JUVENILE HALL RIVERSIDE, CA",1
"4297","LOS","ROBERT PRESLEY DETENTION CENTER RIVERSIDE, CA",112
"4298","LOS","SAA GENERAL AREA, NON-SPECIFIC",2159
"4299","LOS","SAN ANGELO SUB-OFFICE",1
"4300","LOS","SAN BERNARDINO COUNTY GENERAL AREA, NON-SPECIFIC",1
"4301","LOS","SAN BERNARDINO COUNTY JAIL SAN BERNARDINO, CA",95
"4302","LOS","SAN DIEGO FUGOPS",3
"4303","LOS","SAN DIEGO NON-DETAINED UNIT",1
"4304","LOS","SAN DIMAS SHERIFF'S DEPT, SAN DIMAS, CA",2
"4305","LOS","SAN FERNANDO POLICE DEPT, SAN FERNANDO, CA",1
"4306","LOS","SAN GABRIEL POLICE DEPT, SAN GABRIEL, CA",1
"4307","LOS","SAN LUIS OBISPO COUNTY",116
"4308","LOS","SAN LUIS OBISPO COUNTY JAIL, SAN LUIS OBISPO, CA",1
"4309","LOS","SANTA ANA CIS OFFICE",4
"4310","LOS","SANTA ANA CITY JAIL",3
"4311","LOS","SANTA ANA FEDERAL BUILDING, 34 CIVIC CENTER PLAZA",56
"4312","LOS","SANTA ANA JAIL , SANTA ANA, CA",1
"4313","LOS","SANTA ANA, CA",17
"4314","LOS","SANTA ANA, CA GENERAL AREA, NON-SPECIFIC",4
"4315","LOS","SANTA BARBARA COUNTY GENERAL AREA, NON-SPECIFIC",20
"4316","LOS","SANTA BARBARA COUNTY JAIL NORTH",7
"4317","LOS","SANTA BARBARA COUNTY JAIL, SANTA BARBARA,CA",776
"4318","LOS","SANTA BARBARA COUNTY JUVENILE HALL,SANTA BARBARA,CA",1
"4319","LOS","SANTA CLARITA VALLEY SHERIFFS DEPT, SANTA CLARITA, CA",2
"4320","LOS","SBD GENERAL AREA, NON-SPECIFIC",2601
"4321","LOS","SC INTEROPERABILITY LAFO",3
"4322","LOS","SHAFTER CCF",1
"4323","LOS","SOLEDAD CORRECTIONAL TRAINING FACILITY",1
"4324","LOS","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",2
"4325","LOS","SOUTHGATE POLICE DEPT, SOUTHGATE, CA",4
"4326","LOS","SOUTHWEST DETENTION CENTER (RCSD) MURRIETA, CA",104
"4327","LOS","SPM GENERAL AREA, NON-SPECIFIC",1
"4328","LOS","TAFT COMMUNITY CORRECTIONAL FACILITY",2
"4329","LOS","TAFT FEDERAL CORRECTIONAL INSTITUTION",2
"4330","LOS","TAM GENERAL AREA, NON-SPECIFIC",1
"4331","LOS","TEMPLE SHERIFFS DEPT, TEMPLE CITY, CA",2
"4332","LOS","TERMINAL ISLAND-FCI, SAN PEDRO, CA",10
"4333","LOS","TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO",2
"4334","LOS","TORRANCE POLICE DEPT, TORRANCE, CA",1
"4335","LOS","TRC GENERAL AREA, NON-SPECIFIC",2
"4336","LOS","TWIN FALLS COUNTY JAIL ID",1
"4337","LOS","USBP INDIO STATION, CA",3
"4338","LOS","VEN GENERAL AREA, NON-SPECIFIC",915
"4339","LOS","VENTURA COUNTY JAIL, VENTURA CA",1004
"4340","LOS","VENTURA COUNTY PROBATION OFFICE",1
"4341","LOS","VENTURA FUGITIVE OPERATIONS",949
"4342","LOS","VENTURA FUGITIVE OPERATIONS, CA",1
"4343","LOS","VENTURA YOUTH CORRECTIONAL FACILITY,CAMARILLO CA",2
"4344","LOS","VICTORVILLE II-MEDIUM FCI VICTORVILLE, CA",1422
"4345","LOS","VICTORVILLE JAIL (SBSD) VICTORVILLE, CA",2
"4346","LOS","VICTORVILLE US PRISON VICTORVILLE, CA",127
"4347","LOS","WAS GENERAL AREA, NON-SPECIFIC",1
"4348","LOS","WASCO STATE PRISON",2
"4349","LOS","WASHINGTON COUNTY JAIL, MN",1
"4350","LOS","WEST HOLLYWOOD SHERIFF'S DEPT, WEST HOLLYWOOD, CA",1
"4351","LOS","WEST VALLEY DETENTION CENTER (SBSD) RANCHO CUCAMONGA, CA",904
"4352","LOS","WSM GENERAL AREA, NON-SPECIFIC",22
"4353","LOS","XJA GENERAL AREA, NON-SPECIFIC",1
"4354","LOS",NA,719
"4355","MIA","287(G)-CLAY COUNTY SHERIFF'S OFFICE",49
"4356","MIA","287(G)-PASCO COUNTY SHERIFF'S OFFICE",113
"4357","MIA","287G COLLIER FMY ERO PROGRAM",1927
"4358","MIA","AGU GENERAL AREA, NON-SPECIFIC",17
"4359","MIA","AGUADILLA, PUERTO RICO",1
"4360","MIA","ALACHUA COUNTY PROBATION & PAROLE",6
"4361","MIA","APF GENERAL AREA, NON-SPECIFIC",4
"4362","MIA","ARECIBO PROBATION",1
"4363","MIA","ARREST AT 333",28
"4364","MIA","ARREST AT USCIS",1
"4365","MIA","BAYAMON CORRECTIONAL INSTITUTION",29
"4366","MIA","BAYAMON PROBATION OFFICE",1
"4367","MIA","BAYAMON, PR/ DETAINER",1
"4368","MIA","BDC GENERAL AREA, NON-SPECIFIC",5
"4369","MIA","BOP FEDERAL CORRECTIONAL INSTITUTION MIAMI",8
"4370","MIA","BOP FEDERAL DETENTION CENTER MIAMI",48
"4371","MIA","BOP FEDERAL DETENTION CENTER, HOUSTON, TX",1
"4372","MIA","BRI GENERAL AREA, NON-SPECIFIC",1
"4373","MIA","BRK GENERAL AREA, NON-SPECIFIC",2
"4374","MIA","BRO GENERAL AREA, NON-SPECIFIC",2
"4375","MIA","BROWARD CORRECTIONAL INSTITUTIONS (FEMALES)",2
"4376","MIA","BROWARD COUNTY JAIL (CONTE)",5
"4377","MIA","BROWARD COUNTY JAIL (NORTH BROWARD)",7
"4378","MIA","BROWARD COUNTY JAIL (SHERIFFS NORTH)",1
"4379","MIA","BROWARD COUNTY JAIL (STOCKADE)",1
"4380","MIA","BROWARD COUNTY MAIN JAIL",22
"4381","MIA","BSC GENERAL AREA, NON-SPECIFIC",1
"4382","MIA","BUSHNELL, FL PROBATION & PAROLE, FL DOC #052",2
"4383","MIA","CAP - LEWIS",1
"4384","MIA","CAP ADOC TUCSON AZ STATE",1
"4385","MIA","CAP-PADOC SCI-CAMP HILL PA STATE",1
"4386","MIA","CAPE MAY COUNTY, NEW JERSEY",1
"4387","MIA","CAROLINA PROBATION OFFICE",3
"4388","MIA","CASSELBERRY, FL PROBATION &PAROLE, FL DOC #184",7
"4389","MIA","CENTRAL FLORIDA RECEPTION CENTER (FLDOC)",1
"4390","MIA","CENTRAL SITE/ DETAINER",1
"4391","MIA","CHA GENERAL AREA, NON-SPECIFIC",152
"4392","MIA","CHR GENERAL AREA, NON-SPECIFIC",7
"4393","MIA","CIS REFERRAL",1
"4394","MIA","COBURN AVE, ORLANDO, FL PROBATION AND PAROLE, FL DOC # 096 #09A#091",75
"4395","MIA","COCOA, FL PROBATION AND PAROLE, FL DOC #182",4
"4396","MIA","COLONIAL DRIVE A,B, C, D ORLANDO, FL PROBATION & PAROLE, FL DOC #092,097,09B",24
"4397","MIA","CRIMINAL JUSTICE COMPLEX, CHA, VI",2
"4398","MIA","CROWN MOUNTAIN",8
"4399","MIA","D RAY JAMES BOP",5
"4400","MIA","DAYTONA BEACH MAIN, FL PROBATION & PAROLE, FL DOC #070",2
"4401","MIA","DAYTONA BEACH MAIN, FL PROBATION & PAROLE, FL DOC #070,077",5
"4402","MIA","DAYTONA BEACH, FL PROBATION & PAROLE, FL DOC #070,077",6
"4403","MIA","DELAND, FL PROBATION & PAROLE, FL DOC #071",15
"4404","MIA","DISCONTINUED",2
"4405","MIA","DO NOT USE",1
"4406","MIA","DUVAL COUNTY PROBATION & PAROLE",6
"4407","MIA","ECC GENERAL AREA, NON-SPECIFIC",1
"4408","MIA","ELP GENERAL AREA, NON-SPECIFIC",1
"4409","MIA","ERO Office Delegates Drive",39
"4410","MIA","EVERGLADES CORRECTIONAL INSTITUTION",28
"4411","MIA","FCI BEAUMONT, JEFFERSON COUNTY, TX",1
"4412","MIA","FL DEPARTMENT OF CORRECTIONS",612
"4413","MIA","FL Womens Reception Center",39
"4414","MIA","FLAGLER COUNTY PROBATION & PAROLE",3
"4415","MIA","FMY GENERAL AREA, NON-SPECIFIC",827
"4416","MIA","FMY-USM",2
"4417","MIA","FOS GENERAL AREA, NON-SPECIFIC",3
"4418","MIA","FTM- CHAROLETTE CTY COURT",7
"4419","MIA","FTM-CHARLOTTE COUNTY JAIL",115
"4420","MIA","FTM-CHAROLETTE CTY GENERAL AREA",3
"4421","MIA","FTM-COLLIER COUNTY JAIL",23
"4422","MIA","FTM-COLLIER CTY COURT",1
"4423","MIA","FTM-COLLIER CTY GENERAL AREA",7
"4424","MIA","FTM-DESOTO COUNTY JAIL",68
"4425","MIA","FTM-DESOTO CTY COURT",9
"4426","MIA","FTM-DESOTO CTY GENERAL AREA",3
"4427","MIA","FTM-FLDOC-PP-CHARLOTTE",5
"4428","MIA","FTM-FLDOC-PP-COLLIER",23
"4429","MIA","FTM-FLDOC-PP-DESOTO",15
"4430","MIA","FTM-FLDOC-PP-HENDRY",28
"4431","MIA","FTM-FLDOC-PP-LEE",80
"4432","MIA","FTM-GLADES COUNTY JAIL",7
"4433","MIA","FTM-HENDRY COUNTY JAIL",107
"4434","MIA","FTM-HENDRY CTY COURT",15
"4435","MIA","FTM-HENDRY CTY GENERAL AREA",1
"4436","MIA","FTM-JCART",6
"4437","MIA","FTM-JCART FLDOC PP-HENDRY",3
"4438","MIA","FTM-JCART-FLDOC-PP-COLLIER",4
"4439","MIA","FTM-LEE COUNTY JAIL",251
"4440","MIA","FTM-LEE CTY COURT",38
"4441","MIA","FTM-SW FL Regional Juvenile Detention Center",1
"4442","MIA","FTM-VCAS",64
"4443","MIA","FUGITIVE NORTH TEAM ARRESTS",1
"4444","MIA","FUGITIVE OPERATIONS",1432
"4445","MIA","GOLDEN GROVE CORRECTIONAL INSTITUTION, ST CROIX, VI",2
"4446","MIA","GOLDEN STATE CCF",1
"4447","MIA","GPR GENERAL AREA, NON-SPECIFIC",15
"4448","MIA","GUAYNABO METROPOLITAN DETENTION CENTER",209
"4449","MIA","GUAYNABO METROPOLITIAN DETENTION CENTER",1
"4450","MIA","GWINNETT COUNTY JAIL - 287(G)",1
"4451","MIA","HND??GENERAL AREA, NON-SPECIFIC",9
"4452","MIA","IFI GENERAL AREA, NON-SPECIFIC ID",1
"4453","MIA","JAC - ALACHUA COUNTY JAIL",39
"4454","MIA","JAC - BAKER COUNTY JAIL",154
"4455","MIA","JAC - BRADFORD COUNTY JAIL",29
"4456","MIA","JAC - CLAY COUNTY JAIL",50
"4457","MIA","JAC - COLUMBIA CI FLORIDA DOC",10
"4458","MIA","JAC - COLUMBIA COUNTY JAIL",28
"4459","MIA","JAC - DIXIE COUNTY JAIL",2
"4460","MIA","JAC - FLAGLER COUNTY JAIL",16
"4461","MIA","JAC - FLORIDA DEPARTMENT OF CORRECTIONS",480
"4462","MIA","JAC - GILCHRIST COUNTY JAIL",10
"4463","MIA","JAC - JACKSONVILLE SHERIFFS OFFICE",493
"4464","MIA","JAC - LEVY COUNTY JAIL",39
"4465","MIA","JAC - NASSAU COUNTY JAIL",24
"4466","MIA","JAC - ST JOHN COUNTY JAIL",139
"4467","MIA","JAC -PUTNAM COUNTY JAIL",4
"4468","MIA","JAC GENERAL AREA, NON-SPECIFIC",327
"4469","MIA","JACKSONVILLE CIS OFFICE",8
"4470","MIA","JACKSONVILLE FL ERO",409
"4471","MIA","JAK GENERAL AREA, NON-SPECIFIC",4
"4472","MIA","JCART STREET ARREST",19
"4473","MIA","JEFFERSON PARISH, LA",1
"4474","MIA","KCD GENERAL AREA, NON-SPECIFIC",1
"4475","MIA","KISSIMMEE GENERAL AREA",1
"4476","MIA","KISSIMMEE, FL PROBATION & PAROLE, FL DOC #094",65
"4477","MIA","KROME SPC",2411
"4478","MIA","LAUREL HILL DRIVE, ORLANDO FL, PROBATION AND PAROLE OFFICE 092",4
"4479","MIA","LEESBURG, FL PROBATION & PAROLE, FL DOC #057",6
"4480","MIA","LEVY COUNTY PROBATION & PAROLE",2
"4481","MIA","LONGWOOD GENERAL AREA",1
"4482","MIA","LRD GENERAL AREA, NON-SPECIFIC",1
"4483","MIA","LUBBOCK COUNTY JAIL",1
"4484","MIA","LVG GENERAL AREA, NON-SPECIFIC",1
"4485","MIA","MAYAGUEZ, PUERTO RICO",1
"4486","MIA","MELBOURNE, FL PROBATION AND PAROLE, FL DOC #181",15
"4487","MIA","MEM GENERAL AREA, NON-SPECIFIC",1
"4488","MIA","MIA GENERAL AREA, NON-SPECIFIC",1637
"4489","MIA","MIAMI DADE COUNTY JAIL METRO WEST",8
"4490","MIA","MIAMI DADE COUNTY JAIL TURNER GUILFORD KNIGHT (TGK)",161
"4491","MIA","MIAMI DADE COUNTY PRE TRIAL DETENTION CENTER",8
"4492","MIA","MIAMI DADE PROBATION NORTH OFFICE",1
"4493","MIA","MIAMI FUGITIVE OPERATIONS",752
"4494","MIA","MIAMI REFERRAL (CIS)",2
"4495","MIA","MIR GENERAL AREA, NON-SPECIFIC",8
"4496","MIA","MLN GENERAL AREA, NON-SPECIFIC",1
"4497","MIA","MONROE COUNTY JAIL MARATHON FL",6
"4498","MIA","Montgomery Correctional Center Pre-Trial Detention Facility",1
"4499","MIA","MUSCATINE COUNTY JAIL, IA",1
"4500","MIA","NC DEPT OF CORRECTIONS FACILITY",1
"4501","MIA","New Hanover County Jail",1
"4502","MIA","NISKEY CENTER",5
"4503","MIA","OAK GENERAL AREA, NON-SPECIFIC",1
"4504","MIA","OCALA EAST, FL PROBATION & PAROLE, FL DOC #050",3
"4505","MIA","OCALA GENERAL AREA",3
"4506","MIA","OCALA WEST, FL PROBATION & PAROLE, FL DOC #056",5
"4507","MIA","ORL - BOP COLEMAN FEDERAL CORRECTION CENTER",392
"4508","MIA","ORL - BREVARD COUNTY JAIL FL STATE",90
"4509","MIA","ORL - CENTRAL FLORIDA RECEPTION CENTER FL DOC",274
"4510","MIA","ORL - HARDEE CORRECTIONAL",1
"4511","MIA","ORL - LAKE CORRECTIONAL",2
"4512","MIA","ORL - LAKE COUNTY JAIL FLORIDA STATE",89
"4513","MIA","ORL - LOWELL CORRECTIONAL INSTITUTION",33
"4514","MIA","ORL - MARION COUNTY JAIL FLORIDA STATE",203
"4515","MIA","ORL - ORANGE COUNTY JAIL  FLORIDA STATE",427
"4516","MIA","ORL - OSCEOLA COUNTY JAIL FLORIDA STATE",138
"4517","MIA","ORL - POLK CORRECTIONAL",1
"4518","MIA","ORL - SEMINOLE COUNTY JAIL FLORIDA STATE",166
"4519","MIA","ORL - SUMTER COUNTY JAIL FLORIDA STATE",33
"4520","MIA","ORL - TOMOKA CORRECTIONAL",1
"4521","MIA","ORL - VOLUSIA COUNTY JAIL FLORIDA COUNTY JAIL",7
"4522","MIA","ORL CAP STREET ARREST",25
"4523","MIA","ORL CRIMINAL ALIEN AT LARGE STREET ARREST",11
"4524","MIA","ORL GENERAL AREA, NON-SPECIFIC",512
"4525","MIA","ORLANDO INTERNATIONAL AIRPORT",7
"4526","MIA","OTM GENERAL AREA, NON-SPECIFIC",1
"4527","MIA","PALM BAY, FL PROBATION AND PARLOE, FL DOC #183",3
"4528","MIA","PIC GENERAL AREA, NON-SPECIFIC",1
"4529","MIA","PONCE CORRECTIONAL COMPLEX",1
"4530","MIA","PONCE CORRECTIONAL INSTITUTION",1
"4531","MIA","PONCE, PR/ BOOKING STATION",2
"4532","MIA","PONCE, PR/ DETAINER",1
"4533","MIA","POO CAP NON-CUSTODIAL ARREST",1
"4534","MIA","RECEPTION AND MEDICAL CENTER FLDOC",6
"4535","MIA","SAA GENERAL AREA, NON-SPECIFIC",1
"4536","MIA","SABANA HOYOS CORRECTIONAL INSTITUTION",4
"4537","MIA","SAJ GENERAL AREA, NON SPECIFIC",5
"4538","MIA","SAJ GENERAL AREA, NON-SPECIFIC",477
"4539","MIA","SAN JUAN ALTERNATIVES TO DETENTION",3
"4540","MIA","SAN JUAN COURT PICKUP",1
"4541","MIA","SAN JUAN PROBATION OFFICE",1
"4542","MIA","SAN JUAN, PORT OF ENTRY",1
"4543","MIA","SAN JUAN, PR/ BOOKING STATION",9
"4544","MIA","SAN JUAN, PR/ DETAINER",1
"4545","MIA","SANFORD GENERAL AREA",8
"4546","MIA","SANFORD ORLANDO INTERNATIONAL AIRPORT",1
"4547","MIA","SBD GENERAL AREA, NON-SPECIFIC",1
"4548","MIA","SFR GENERAL AREA, NON-SPECIFIC",1
"4549","MIA","SOUTH CENTRAL REGIONAL JAIL",1
"4550","MIA","SOUTH FLORIDA RECEPTION CENTER",27
"4551","MIA","SPM GENERAL AREA, NON-SPECIFIC",1
"4552","MIA","ST. THOMAS CRIMINAL JUSTICE COMPLEX",2
"4553","MIA","STATE OF FLORIDA PROBATION & PAROLE - BISCAYNE",47
"4554","MIA","STATE OF FLORIDA PROBATION & PAROLE - BROWARD SOUTH",237
"4555","MIA","STATE OF FLORIDA PROBATION & PAROLE - COCONUT GROVE",43
"4556","MIA","STATE OF FLORIDA PROBATION & PAROLE - CYPRESS",83
"4557","MIA","STATE OF FLORIDA PROBATION & PAROLE - FORT LAUDERDALE EAST",50
"4558","MIA","STATE OF FLORIDA PROBATION & PAROLE - FORT LAUDERDALE INTAKE",23
"4559","MIA","STATE OF FLORIDA PROBATION & PAROLE - HIALEAH",46
"4560","MIA","STATE OF FLORIDA PROBATION & PAROLE - HOLLYWOOD",63
"4561","MIA","STATE OF FLORIDA PROBATION & PAROLE - HOMESTEAD",58
"4562","MIA","STATE OF FLORIDA PROBATION & PAROLE - MIAMI EAST",6
"4563","MIA","STATE OF FLORIDA PROBATION & PAROLE - MIAMI INTAKE",1
"4564","MIA","STATE OF FLORIDA PROBATION & PAROLE - MIAMI LAKES",89
"4565","MIA","STATE OF FLORIDA PROBATION & PAROLE - MIAMI NORTH",49
"4566","MIA","STATE OF FLORIDA PROBATION & PAROLE - MIAMI NORTHWEST",21
"4567","MIA","STATE OF FLORIDA PROBATION & PAROLE - MIAMI SOUTH",44
"4568","MIA","STATE OF FLORIDA PROBATION & PAROLE - POMPANO BEACH",2
"4569","MIA","STATE PRISON-INDIAN RIVER C.I.",1
"4570","MIA","STU-MARTIN COUNTY JAIL FL",1
"4571","MIA","STU-PALM BEACH COUNTY JAIL FL",3
"4572","MIA","STUART",716
"4573","MIA","STUART - STREET ARREST",1
"4574","MIA","STUART CAP STREET ARREST",302
"4575","MIA","STUART-FMI-FLORIDA",202
"4576","MIA","STUART-HIGHLANDS COUNTY JAIL, FLORIDA",38
