"","apprehension_landmark","total"
"3177","HARRIS COUNTY COURTHOUSE - NON-PROBATION RELATED",8
"3178","HARRIS COUNTY CRIMINAL COURTHOUSE BLDG",10
"3179","HARRIS COUNTY JAIL, HOUSTON, TX",8691
"3180","HARRIS COUNTY PROBATION OFFICE, HOUSTON, TX",2
"3181","HARRIS COUNTY PROBATION, COURTHOUSE OFFICE, HOUSTON, TEXAS",1
"3182","HARRIS COUNTY PROBATION, EAST REGION OFFICE, HOUSTON, TEXAS",19
"3183","HARRIS COUNTY PROBATION, HOUSTON, TX",3
"3184","HARRIS COUNTY PROBATION, MAIN OFFICE, HOUSTON, TX",53
"3185","HARRIS COUNTY PROBATION, NORTH REGION OFFICE, HOUSTON, TEXAS",68
"3186","HARRIS COUNTY PROBATION, SOUTH REGION OFFICE, HOUSTON, TEXAS",55
"3187","HARRIS COUNTY PROBATION, WEST REGION OFFICE, HOUSTON, TEXAS",60
"3188","HARRIS COUNTY SHERIFF'S OFFICE, INDIANA",23
"3189","HARRIS COUNTY, GA",20
"3190","HARRISON COUNTY ADULT DETENTION FACILITY, MS",177
"3191","HARRISON COUNTY CRIM AT LARGE",5
"3192","HARRISON COUNTY GENERAL AREA",6
"3193","HARRISON COUNTY JAIL",3
"3194","HARRISON COUNTY JAIL, IA",4
"3195","HARRISON COUNTY PROBATION",11
"3196","HARRISON COUNTY SHERIFFS OFFICE",79
"3197","HARRISON COUNTY, KY SHERIFF'S OFFICE",3
"3198","HARRISON PD",6
"3199","HARRY R. YOUNG CORRECTIONAL INSTITUTION",165
"3200","HART COUNTY JAIL, KY",13
"3201","HART COUNTY, GA",4
"3202","HARTFORD COMMUNTY CORRECTIONAL CENTER, HARTFORD, CT",17
"3203","HARTFORD, CT",549
"3204","HARTFORD, CT POLICE DEPARTMENT",3
"3205","HARTFORD, MICHIGAN",4
"3206","HARTLEY COUNTY",1
"3207","HARTWELL, GA",2
"3208","HARVEY COUNTY SHERIFFS OFFICE, NEWTON, KANSAS",10
"3209","HARVEY POLICE DEPARTMENT",1
"3210","HASBROUCK HEIGHTS PD",1
"3211","HASKELL COUNTY JAIL",267
"3212","HASKELL COUNTY SHERIFFS OFFICE, SUBLETTE, KANSAS",3
"3213","Haskell County, TX At Large",1
"3214","HAVERHILL DISTRICT COURT",4
"3215","HAVERHILL POLICE DEPT",3
"3216","HAWAII COMMUNITY CORRECTIONAL CENTER",16
"3217","HAWAII POLICE DEPARTMENT",4
"3218","HAWAII PROBATION AND PAROLE - KONA/HILO",1
"3219","HAWKINS CENTER FOR MEN",5
"3220","HAWKINS COUNTY JAIL, TN",9
"3221","HAWKINSVILLE, GA",1
"3222","HAWORTH PD",2
"3223","HAWTHORNE PD",1
"3224","HAWTHORNE POLICE DEPT, HAWTHORNE, CA",1
"3225","HAYNESVILLE CORRECTIONAL CENTER-VA",25
"3226","HAYS COUNTY JAIL, SAN MARCOS, TEXAS",285
"3227","HAYWARD POLICE DEPARTMENT",2
"3228","HAYWOOD COUNTY JAIL",6
"3229","HAYWOOD COUNTY, NC",2
"3230","HAZELHURST PROBATION OFFICE",1
"3231","HAZELHURST, GA (JEFF DAVIS COUNTY)",1
"3232","HAZELWOOD POLICE DEPARTMENT, MISSOURI",1
"3233","HAZLET PD",1
"3234","HBG GENERAL AREA, NON-SPECIFIC",454
"3235","HDF GENERAL AREA, NON-SPECIFIC",379
"3236","HEARD COUNTY, GA",1
"3237","HEL GENERAL AREA, NON-SPECIFIC",10
"3238","HELENA NON-DETAIN DOCKET",2
"3239","HELENA, GA",1
"3240","HELMETTA PD",1
"3241","HEMPHILL COUNTY",10
"3242","HEMPSTEAD COUNTY JAIL",22
"3243","HEMPSTEAD, TEXAS",5
"3244","Hempstead, TX 77445",4
"3245","HEN GENERAL AREA, HENDERSON 287G",1
"3246","HEN GENERAL AREA, NON-SPECIFIC",56
"3247","HENDERSON COUNTY CRIM AT LARGE",15
"3248","Henderson County Detention Center",28
"3249","HENDERSON COUNTY DETENTION CTR, KY",3
"3250","HENDERSON COUNTY GENERAL AREA",2
"3251","HENDERSON COUNTY JAIL",124
"3252","Henderson County Jail 287G",2
"3253","HENDERSON COUNTY JAIL 287G",8
"3254","HENDERSON COUNTY NON CRIM",1
"3255","HENDERSON COUNTY PROBATION",6
"3256","HENDERSON COUNTY SHERIFFS OFFICE",48
"3257","HENDERSON COUNTY, NC",31
"3258","HENDERSON POLICE DEPARTMENT",10
"3259","HENDERSONVILLE, NC",3
"3260","HENDRICKS COUNTY SHERIFF'S OFFICE, DANVILLE, INDIANA",53
"3261","HENNEPIN COUNTY ADULT DETENTION CENTER, MN",881
"3262","HENNEPIN COUNTY JUVENILE DETENTION CENTER",2
"3263","HENNEPIN COUNTY WORKHOUSE, MN",50
"3264","HENRICO COUNTY JAIL-VA",111
"3265","HENRY COUNTY JAIL-VA",40
"3266","HENRY COUNTY JAIL, IA",32
"3267","HENRY COUNTY SHERIFF'S OFFICE, INDIANA",16
"3268","HENRY COUNTY, GA",48
"3269","Henry County, OH",2
"3270","HEPHZIBAH, GA",5
"3271","HERKIMER COUNTY JAIL",3
"3272","HERKIMER COUNTY SHERIFFS OFFICE",2
"3273","HERMOSA BEACH POLICE DEPT, HERMOSA BEACH, CA",1
"3274","HERTFORD COUNTY JAIL",4
"3275","HHW GENERAL AREA, NON-SPECIFIC",987
"3276","HIAWASSEE, GA",1
"3277","HIAWATHA CORRECTIONAL FACILITY, KINCHELOE, MI",1
"3278","HICKMAN COUNTY JAIL, TN",13
"3279","HICKORY COUNTY SHERIFFS OFFICE MISSOURI",1
"3280","HIDALGO CITY JAIL, TX",2
"3281","HIDALGO COUNTY JAIL - EDINBURG, TX",1
"3282","HIDALGO COUNTY JAIL, EDINBURG, TXN - TX1080000",3630
"3283","HIDALGO COUNTY PROBATION, EDINBURG, TX",2
"3284","HIDALGO COUNTY SHERIFF OFFICE, EDINBURG, TX",1
"3285","HIGH DESERT STATE PRISON (NDOC)",298
"3286","HIGH POINT, NC",44
"3287","HIGHLAND COUNTY JAIL",1
"3288","HIGHLAND PARK DEPARTMENT OF PUBLIC SAFETY",7
"3289","HIGHLAND PARK PD",3
"3290","HIGHLAND VILLAGE POLICE DEPARTMENT",2
"3291","HIGHTSTOWN POLICE DEPARTMENT",13
"3292","HILAND MOUNTAIN CORRECTIONAL CENTER",1
"3293","HILL CITY, SOUTH DAKOTA",2
"3294","HILL CORRECTIONAL CENTER (ILLINOIS DOC)",1
"3295","HILL COUNTY JAIL MT",2
"3296","HILL COUNTY JAIL, HILLSBORO, TEXAS",76
"3297","HILLCREST YOUTH CORRECTIONS FACILITY",1
"3298","HILLSBOROUGH COUNTY DOC",65
"3299","HILLSBOROUGH COUNTY NH",582
"3300","HILLSBOROUGH TWP PD",8
"3301","HILLSDALE COUNTY JAIL, HILLSDALE, MI",6
"3302","HILLSDALE PD",1
"3303","HILLSIDE PD",5
"3304","HINDS COUNTY, MS",154
"3305","HINGHAM DISTRICT COURT",2
"3306","HIRAM, GA",2
"3307","HLG DISTRICT OFFICE",14
"3308","HLG GENERAL AREA, NON-SPECIFIC",5071
"3309","HND??GENERAL AREA, NON-SPECIFIC",9
"3310","HNT GENERAL AREA, NON-SPECIFIC",82
"3311","HOBOKEN PD",4
"3312","HOCKLEY COUNTY JAIL",13
"3313","HOKE COUNTY FUGITIVE OPERATIONS",8
"3314","HOKE COUNTY JAIL",27
"3315","HOLLAND PROBATION DEPARTMENT",2
"3316","HOLLAND, MI",26
"3317","HOLLY SPRINGS, GA (CHEROKEE COUNTY)",18
"3318","HOLMDEL TWP PD",3
"3319","HOLMES COUNTY JAIL",2
"3320","HOLMES COUNTY, MS",2
"3321","HOLT COUNTY JAIL, NE",15
"3322","HOLT COUNTY SHERIFFS OFFICE MISSOURI",1
"3323","HOMER, GA",4
"3324","HONOLULU POLICE DEPARTMENT",2
"3325","HONOLULU SHERIFF DIVISION",7
"3326","HOOD COUNTY GENERAL AREA",2
"3327","HOOD COUNTY SHERIFFS OFFICE",27
"3328","HOPEWELL TOWNSHIP POLICE DEPARTMENT",2
"3329","HOPKINS COUNTY CRIM AT LARGE",5
"3330","HOPKINS COUNTY GENERAL AREA",1
"3331","HOPKINS COUNTY JAIL",6
"3332","HOPKINS COUNTY JAIL, KY",16
"3333","HOPKINS COUNTY NON CRIM",1
"3334","HOPKINS COUNTY PROBATION",7
"3335","HOPKINS COUNTY SHERIFFS OFFICE",13
"3336","HORRY COUNTY - J. RUEBEN LONG DETENTION CENTER",324
"3337","HORRY COUNTY DEPT. OF JUVENILE JUSTICE",1
"3338","HORRY COUNTY, SC",32
"3339","HOT SPRING COUNTY JAIL",4
"3340","HOT SPRINGS COUNTY JAIL",4
"3341","HOT SPRINGS COUNTY JAIL, THERMOPOLIS, WYOMING",1
"3342","HOT SPRINGS COUNTY, WYOMING",2
"3343","HOT SULPHUR SPRINGS, CO",4
"3344","HOUGHTON COUNTY JAIL, HOUGHTON, MI",2
"3345","HOUSTON COUNTY JAIL, CROCKETT, TX",17
"3346","HOUSTON COUNTY JAIL, GA",67
"3347","HOUSTON COUNTY JAIL, TN",1
"3348","HOUSTON COUNTY, GA",2
"3349","HOUSTON ERO CONTRACT DET FACILITY",2906
"3350","HOUSTON ERO FIELD OFFICE",6
"3351","HOUSTON POLICE DEPT, HARRIS CO,TX",35
"3352","HOUSTON POLICE DEPT, HARRIS COUNTY, TX",59
"3353","HOUSTON POLICE DEPT, HOBBY AIRPORT, HARRIS COUNTY, TX",1
"3354","HOUSTON, NORTHEAST SIDE",929
"3355","HOUSTON, NORTHWEST SIDE",440
"3356","HOUSTON, SOUTHEAST SIDE",211
"3357","HOUSTON, SOUTHWEST SIDE",508
"3358","HOWARD COUNTY",1
"3359","HOWARD COUNTY DETENTION CENTER",53
"3360","HOWARD COUNTY DISTRICT/CIRCUIT COURT",5
"3361","HOWARD COUNTY JAIL",4
"3362","HOWARD COUNTY JAIL, IA",1
"3363","HOWARD COUNTY MD",78
"3364","HOWARD COUNTY POLICE",1
"3365","HOWARD COUNTY SHERIFF'S OFFICE, INDIANA",3
"3366","Howard County, TX At Large",16
"3367","Howard County, TX Jail",16
"3368","HOWELL TWP PD",28
"3369","HOWELL, MICHIGAN",8
"3370","HPC GENERAL AREA, NON-SPECIFIC",6788
"3371","HSI BEST TASK FORCE",18
"3372","HUBBARD COUNTY JAIL, MN",5
"3373","HUDSON COUNTY JAIL",721
"3374","HUDSON COUNTY PROSECUTOR REFERRAL",1
"3375","HUDSON POLICE DEPARTMENT",5
"3376","HUDSONVILLE DISTRICT COURT PROBATION",4
"3377","HUDSONVILLE, MICHIGAN",5
"3378","HUDSPETH COUNTY JAIL",3
"3379","HUERFANO COUNTY JAIL",11
"3380","HUERFANO COUNTY, CO",2
"3381","HUGHES CO JAIL, PIERRE, SD",5
"3382","HUMBLE POLICE DEPT, HARRIS COUNTY, TX",1
"3383","HUMBLE, TEXAS",12
"3384","HUMBOLT COUNTY JAIL - CA",2
"3385","HUMPREYS COUNTY JAIL, TN",2
"3386","HUNT COUNTY CRIM AT LARGE",13
"3387","HUNT COUNTY GEN AREA, NON-SPECIFIC",10
"3388","HUNT COUNTY GENERAL AREA",1
"3389","HUNT COUNTY JAIL",114
"3390","HUNT COUNTY NON CRIM",26
"3391","HUNT COUNTY PROBATION",12
"3392","HUNT COUNTY SHERIFF'S OFFICE",2
"3393","HUNTINGDON COUNTY PRISON",2
"3394","HUNTINGDON COUNTY PROBATION",1
"3395","HUNTINGTON COUNTY SHERIFF'S OFFICE, INDIANA",5
"3396","HUNTINGTON PARK POLICE DEPT, HUNTINGTON PARK, CA",5
"3397","HUNTSVILLE IHP LOCATION (DO NOT USE)",2
"3398","HUNTSVILLE POLICE DEPT, WALKER CO, TX",20
"3399","HUNTSVILLE, TEXAS",23
"3400","HURON COUNTY JAIL",22
"3401","HURON COUNTY JAIL, BAD AXE, MI",2
"3402","HURON POLICE DEPARTMENT",8
"3403","HURON TWP POLICE DEPARTMENT",4
"3404","HURON VALLEY WOMEN'S CORRECTIONAL, YPSILANTI, MI",7
"3405","HURST POLICE DEPARTMENT",59
"3406","HUTCHINS POLICE DEPARTMENT",1
"3407","HUTCHINSON",20
"3408","IA PROBATION DISRICT 3",3
"3409","IA PROBATION DISTRICT 4",1
"3410","IA PROBATION DISTRICT 6",2
"3411","IA PROBATION DISTRICT 7",1
"3412","IBERVILLE PARISH JAIL",4
"3413","ICE USBP INDIO AB4 ARREST",2
"3414","ICE USBP INDIO TASK FORCE",143
"3415","ICE-ERO, MARLTON, NEW JERSEY",185
"3416","ICE/ERO OFFICE LOBBY  SPRINGFIELD, MISSOURI",10
"3417","IDAHO DEPARTMENT OF CORRECTIONS",1
"3418","IDAHO DEPARTMENT OF CORRECTIONS ID",110
"3419","IDAHO DEPARTMENT OF CORRECTIONS WOMEN'S FACILITY ID",5
"3420","IDAHO FALLS FELONY PROBATION OFFICE ID",2
"3421","IFI GENERAL AREA, NON-SPECIFIC ID",125
"3422","ILLINOIS RIVER CORR. FACILITY (ILLINOIS DOC)",2
"3423","IMLAY CITY, MICHIGAN",4
"3424","IMP GENERAL AREA, NON-SPECIFIC",607
"3425","IMPERIAL BEACH SHERIFF OFFICE",2
"3426","Imperial Beach, CA",2
"3427","IMPERIAL COUNTY JAIL",107
"3428","IMPERIAL COUNTY SHERIFF",2
"3429","IMPERIAL COUNTY SHERIFFS OFFICE",44
"3430","INDEPENDENCE COUNTY JAIL",34
"3431","INDEPENDENCE COUNTY PROBATION-BATESVILLE OFFICE",1
"3432","INDEPENDENCE MO PD",23
"3433","INDIAN CREEK CORRECTIONAL CENTER VA",1
"3434","INDIANA COUNTY PRISON",4
"3435","INDIANA DEPARTMENT OF CORRECTIONS, INDIANA",301
"3436","INDIANA STATE PRISON, IN  (INDIANA DOC)",4
"3437","INDIO JAIL (RCSD) INDIO, CA",34
"3438","INDUSTRY SHERIFFS DEPT, CITY OF INDUSTRY, CA",6
"3439","INGHAM COUNTY JAIL, MASON, MI",42
"3440","INKSTER POLICE DEPARTMENT",2
"3441","INP GENERAL AREA, NON-SPECIFIC",2307
"3442","INYO COUNTY JAIL",5
"3443","IONIA COUNTY JAIL, IONIA, MI",31
"3444","IONIA COUNTY PROBATION OFFICE",1
"3445","IOSCO COUNTY JAIL, TAWAS CITY, MI",1
"3446","IOWA CORRECTIONAL INSTITUTION FOR WOMEN, IA",2
"3447","IOWA COUNTY JAIL, IA",8
"3448","IOWA MEDICAL AND CLASSIFICATION CENTER, IA",147
"3449","IREDELL CO PROBATION COOPER ST STATESVILLE",1
"3450","IREDELL CO PROBATION N TRADD ST STATESVILLE",1
"3451","IREDELL COUNTY JAIL",113
"3452","IREDELL COUNTY, NC",5
"3453","IRON CITY, GA",1
"3454","IRON COUNTY JAIL, UT",40
"3455","IRONWOOD STATE PRISON BLYTHE, CA",51
"3456","IROQUOIS COUNTY SHERIFF'S OFFICE, IL",1
"3457","IRVING CITY JAIL",465
"3458","IRVINGTON PD",31
"3459","IRWIN COUNTY JAIL, GA",3
"3460","IRWING COUNTY, GA",17
"3461","IRWINTON, GA",1
"3462","ISABELLA COUNTY JAIL, MT. PLEASANT, MI",7
"3463","ISANTI COUNTY JAIL, MN",5
"3464","ISLAND COUNTY SHERIFF",4
"3465","ISSAQUAH CITY JAIL",6
"3466","ITASCA COUNTY JAIL, MN",1
"3467","ITHACA POLICE DEPARTMENT",1
"3468","JAC - ALACHUA COUNTY JAIL",39
"3469","JAC - BAKER COUNTY JAIL",154
"3470","JAC - BRADFORD COUNTY JAIL",29
"3471","JAC - CLAY COUNTY JAIL",50
"3472","JAC - COLUMBIA CI FLORIDA DOC",10
"3473","JAC - COLUMBIA COUNTY JAIL",28
"3474","JAC - DIXIE COUNTY JAIL",2
"3475","JAC - FLAGLER COUNTY JAIL",16
"3476","JAC - FLORIDA DEPARTMENT OF CORRECTIONS",481
"3477","JAC - GILCHRIST COUNTY JAIL",10
"3478","JAC - JACKSONVILLE SHERIFFS OFFICE",493
"3479","JAC - LEVY COUNTY JAIL",39
"3480","JAC - NASSAU COUNTY JAIL",24
"3481","JAC - ST JOHN COUNTY JAIL",139
"3482","JAC -PUTNAM COUNTY JAIL",4
"3483","JAC GENERAL AREA, NON-SPECIFIC",327
"3484","JACINTO CITY POLICE DEPT, HARRIS COUNTY, TX",2
"3485","JACINTO CITY, TEXAS",2
"3486","JACINTO POLICE DEPT, HARRIS CO,TX",1
"3487","JACK COUNTY SHERIFFS COUNTY",13
"3488","JACKSON CO JAIL, JACKSON, MN",4
"3489","JACKSON COUNTY ADULT DETENTION CENTER, MS",54
"3490","JACKSON COUNTY JAIL",44
"3491","JACKSON COUNTY JAIL, EDNA TX",4
"3492","JACKSON COUNTY JAIL, EDNA, TX",15
"3493","JACKSON COUNTY JAIL, IA",2
"3494","JACKSON COUNTY JAIL, JACKSON, MI",10
"3495","JACKSON COUNTY JAIL, KY",1
"3496","JACKSON COUNTY JAIL, TN",4
"3497","JACKSON COUNTY PROBATION, EDNA, TX",6
"3498","JACKSON COUNTY SHERIFF'S OFFICE, BROWNSTOWN, INDIANA",62
"3499","JACKSON COUNTY SHERIFFS OFFICE KANSAS",9
"3500","JACKSON COUNTY SHERIFFS OFFICE MISSOURI",359
"3501","JACKSON COUNTY, GA",33
"3502","JACKSON COUNTY, NC",5
"3503","JACKSON PARISH JAIL",4
"3504","JACKSON RANCH (MOUNT SIGNAL ROAD TO WESTSIDE MAIN CANAL)",1
"3505","JACKSON TOWNSHIP POLICE DEPARTMENT",8
"3506","JACKSON, GA",142
"3507","JACKSON, MICHIGAN",25
"3508","JACKSONVILLE CIS OFFICE",8
"3509","JACKSONVILLE CORRECTIONAL CENTER, IL",2
"3510","JACKSONVILLE FL ERO",410
"3511","JACKSONVILLE POLICE DEPARTMENT",1
"3512","JAK GENERAL AREA, NON-SPECIFIC",263
"3513","JAMES RIVER CORRECTIONAL CENTER,ND",12
"3514","JAMES T. VAUGHN CORRECTIONAL CENTER",23
"3515","JAMESBURG PD",7
"3516","JASPER COUNTY DEPT. OF JUVENILE JUSTICE",2
"3517","JASPER COUNTY DETENTION CENTER",197
"3518","JASPER COUNTY IOWA",14
"3519","JASPER COUNTY JAIL, JASPER, TX",6
"3520","JASPER COUNTY JAIL, MS",6
"3521","JASPER COUNTY PROBATION, JASPER, TX",1
"3522","JASPER COUNTY SHERIFF'S OFFICE, INDIANA",10
"3523","JASPER COUNTY SHERIFFS OFFICE, MISSOURI",55
"3524","JASPER COUNTY, GA",4
"3525","JASPER COUNTY, MS",1
"3526","JASPER COUNTY, SC",14
"3527","JASPER PROBATION OFFICE",1
"3528","JASPER, GA",7
"3529","JAY COUNTY SHERIFF'S OFFICE, INDIANA",5
"3530","JCART - MAUI STREET ARREST",1
"3531","JCART - NASSAU CRIMINAL COURT, NY STATE",1
"3532","JCART - SUFFOLK CRIMINAL COURT, NY STATE",2
"3533","JCART STREET ARREST",19
"3534","JCART STREET ARREST ALBUQUERQUE JCART",2
"3535","JCART STREET ARREST CA STATE",380
"3536","JCART STREET ARREST NY STATE",221
"3537","JCART- BROWNSVILLE FEDERAL PROBATION TX FEDERAL",1
"3538","JCART- CAMERON COUNTY PROBATION OFFICE TX STATE",1
"3539","JCART- HIDALGO COUNTY STATE PAROLE OFFICE TX STATE",2
"3540","JCART- NASSAU DISTRICT, NY STATE",1
"3541","JCART- STARR COUNTY PROBATION  RIO GRANDE CITY TX STATE",2
"3542","JCART- STREET ARREST TX STATE",1
"3543","JCART-NEW MEXICO PROBATION AND PAROLE",4
"3544","JCART-OTHER STREET ARREST",1
"3545","JEAN NEVADA",1
"3546","JEFF DAVIS COUNTY GA",4
"3547","JEFFERSON CO JAIL, BEAUMONT TX",27
"3548","JEFFERSON CO JAIL, BEAUMONT, TX",12
"3549","JEFFERSON CO-LA SALLE CORRECTIONAL FACILITY",19
"3550","JEFFERSON COUNTY",184
"3551","JEFFERSON COUNTY JAIL",177
"3552","JEFFERSON COUNTY JAIL ID",16
"3553","JEFFERSON COUNTY JAIL, BEAUMONT, TX",164
"3554","JEFFERSON COUNTY JAIL, BIRMINGHAM, AL",8
"3555","JEFFERSON COUNTY JAIL, IA",4
"3556","JEFFERSON COUNTY JAIL, NE",3
"3557","JEFFERSON COUNTY JAIL, TN",108
"3558","JEFFERSON COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"3559","JEFFERSON COUNTY PROBATION OFFICE",93
"3560","JEFFERSON COUNTY PROBATION, BEAUMONT, TX",9
"3561","JEFFERSON COUNTY SHERIFF",1
"3562","JEFFERSON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",14
"3563","JEFFERSON COUNTY SHERIFF'S OFFICE, INDIANA",4
"3564","JEFFERSON COUNTY SHERIFFS OFFICE KANSAS",3
"3565","JEFFERSON COUNTY, GA",7
"3566","JEFFERSON COUNTY, MISSOURI",1
"3567","JEFFERSON COUNTY, MS",1
"3568","JEFFERSON DAVIS COUNTY JAIL, MS",1
"3569","JEFFERSON DAVIS PARISH JAIL",2
"3570","JEFFERSON PARISH, LA",683
"3571","JEFFERSON, GA (CAMDEN COUNTY)",5
"3572","JEFFERSON, GA (JACKSON COUNTY)",18
"3573","JEFFERSON, NC",4
"3574","JENKINS COUNTY, GA",1
"3575","JENNINGS COUNTY SHERIFF'S OFFICE, NORTH VERNON, INDIANA",17
"3576","JENNINGS POLICE DEPARTMENT, MISSOURI",1
"3577","JEROME COUNTY JAIL ID",182
"3578","JEROME COUNTY MISDEMEANOR PROBATION OFFICE ID",7
"3579","JERSEY CITY",36
"3580","JERSEY CITY PD",49
"3581","JERSEY VILLAGE POLICE DEPT, HARRIS COUNTY, TX",2
"3582","JERSEY VILLAGE, TEXAS",1
"3583","JESSAMINE COUNTY DETENTION CTR, KY",34
"3584","JFK INSPECTIONS",3
"3585","JIM WELLS COUNTY, TX",2
"3586","JNA GENERAL AREA, NON-SPECIFIC",1513
"3587","JOHNSON COUNTY GENERAL AREA",5
"3588","JOHNSON COUNTY JAIL",92
"3589","JOHNSON COUNTY JAIL, BUFFALO, WYOMING",1
"3590","JOHNSON COUNTY JAIL, IA",111
"3591","JOHNSON COUNTY JAIL, KY",1
"3592","JOHNSON COUNTY JAIL, TN",15
"3593","JOHNSON COUNTY KANSAS AREA NON-CUSTODIAL ARREST",124
"3594","JOHNSON COUNTY PROBATION OFFICE",1
"3595","JOHNSON COUNTY PROBATION-CLARKSVILLE OFFICE",1
"3596","JOHNSON COUNTY SHERIFF'S OFFICE, FRANKLIN, INDIANA",62
"3597","JOHNSON COUNTY SHERIFFS OFFICE",117
"3598","JOHNSON COUNTY SHERIFFS OFFICE KANSAS",297
"3599","JOHNSON COUNTY SHERIFFS OFFICE MISSOURI",4
"3600","JOHNSON COUNTY, GA",4
"3601","JOHNSTON COUNTY FUGITIVE OPERATIONS",80
"3602","JOHNSTON COUNTY JAIL",85
"3603","JOHNSTON COUNTY SHERIFF",13
"3604","Joint Terrorism TF, San Diego, CA",3
"3605","JONES COUNTY ADULT DETENTION CENTER, MS",63
"3606","JONES COUNTY FUGITIVE OPERATIONS",1
"3607","Jones County Jail Trenton, NC",2
"3608","JONES COUNTY JAIL, IA",5
"3609","JONES COUNTY, GA",1
"3610","JONES COUNTY, MS",4
"3611","Jones County, TX Jail",8
"3612","JONESBORO MUNICIPAL PROBATION",1
"3613","JONESBORO, GA",146
"3614","JOPLIN POLICE DEPARTMENT, MISSOURI",7
"3615","JOSEPHINE COUNTY JAIL",13
"3616","JRL GENERAL AREA, NON-SPECIFIC",384
"3617","JUAB COUNTY JAIL - UT",17
"3618","JUNIATA COUNTY PROBATION",3
"3619","JUVENILE JUSTICE COMMISION FEMALE SECURE FACILITY",1
"3620","KALAMAZOO AREA MICHIGAN STATE PAROLE OFFICE",2
"3621","KALAMAZOO COUNTY CIRCUIT COURT PROBATION/PAROLE",3
"3622","KALAMAZOO COUNTY DISTRICT COURT PROBATION",5
"3623","KALAMAZOO COUNTY JAIL, KALAMAZOO, MI",48
"3624","KALAMAZOO, MI GENERAL AREA",13
"3625","KALAMAZOO, MICHIGAN",22
"3626","KALISPELL, MT PROBATION&PAROLE",1
"3627","KALKASKA COUNTY JAIL, KALKASKA, MI",3
"3628","KAN GENERAL AREA, NON-SPECIFIC",1535
"3629","KANDIYOHI COUNTY JAIL, MN",60
"3630","KANE COUNTY JAIL, UT",2
"3631","KANE COUNTY SHERIFF'S OFFICE, IL",51
"3632","KANKAKEE COUNTY SHERIFF'S OFFICE, IL",22
"3633","KANSAS CITY DETENTION AND REMOVAL OPERATIONS OFFICE",37
"3634","KANSAS CITY KANSAS AREA NON-CUSTODIAL ARREST",34
"3635","KANSAS CITY MISSOURI AREA NON-CUSTODIAL ARREST",276
"3636","KANSAS CITY POLICE DEPARTMENT KANSAS CITY MISSOURI",81
"3637","KARNES COUNTY JAIL - TX1280000",782
"3638","KATY POLICE DEPT, HARRIS COUNTY, TX",17
"3639","KATY, TEXAS",28
"3640","KAUFMAN COUNTY CRIM AT LARGE",43
"3641","KAUFMAN COUNTY GEN AREA, NON-SPECIFIC",1
"3642","KAUFMAN COUNTY GENERAL AREA",6
"3643","KAUFMAN COUNTY JAIL",182
"3644","KAUFMAN COUNTY NON CRIM",6
"3645","KAUFMAN COUNTY PROBATION",12
"3646","KAUFMAN COUNTY SHERIFF'S OFFICE",1
"3647","KAY COUNTY JAIL",13
"3648","KCD GENERAL AREA, NON-SPECIFIC",609
"3649","KDOC, EL DORADO CORRECTIONAL FACILITY",36
"3650","KDOC, ELLSWORTH CORRECTIONAL FACILITY",1
"3651","KDOC, HUTCHINSON CORRECTIONAL  FACILITY, HUTCHINSON, KANSAS",122
"3652","KDOC, LARNED CORRECTIONAL FACILITY, LARNED, KANSAS",1
"3653","KDOC, NORTON CORRECTIONAL FACILITY, NORTON, KANSAS",1
"3654","KEANSBURG PD",2
"3655","KEARNY COUNTY SHERIFFS OFFICE, LAKIN, KANSAS",6
"3656","KEARNY MESA JUVENILE DETENTION FACILITY",2
"3657","KEARNY PD",51
"3658","KEEN MOUNTIAN CORRECTIONAL CENTER-VA",1
"3659","KEITH COUNTY JAIL, NE",2
"3660","KELLER POLICE DEPARTMENT",19
"3661","KEMAH POLICE DEPT, GALVESTON COUNTY, TX",1
"3662","KEMPER COUNTY, MS",1
"3663","KENDALL COUNTY JAIL - TX1300000",51
"3664","KENDALL COUNTY SHERIFF'S OFFICE, IL",7
"3665","KENILWORTH PD",5
"3666","KENNER, LA",106
"3667","KENNESAW, GA",2
"3668","KENT CITY JAIL",59
"3669","KENT COUNTY COURT",4
"3670","KENT COUNTY DETENTION CENTER",12
"3671","KENT COUNTY GENERAL AREA",9
"3672","KENT COUNTY JAIL, GRAND RAPIDS, MI",445
"3673","KENT COUNTY PROBATION",1
"3674","KENTON COUNTY DETENTION CTR, KY",155
"3675","KENTUCKY DEPARTMENT OF CORRECTIONS",161
"3676","KENTWOOD, MICHIGAN",15
"3677","KEOKUK COUNTY JAIL, IA",1
"3678","KERN COUNTY",843
"3679","KERN COUNTY JAIL LERDO",824
"3680","KERN COUNTY SHERIFF'S DEPARTMENT",7
"3681","KERN VALLEY STATE PRISON",43
"3682","KERR COUNTY JAIL - TX1330000",47
"3683","KERSHAW COUNTY, SC",50
"3684","KETCHIKAN CORRECTIONAL CENTER",1
"3685","KEYPORT PD",4
"3686","KILLEEN, TX",38
"3687","KILLINGLY, CT",5
"3688","KIMBLE COUNTY JAIL - TX1340000",1
"3689","KING CO.JAIL",1
"3690","KING COUNTY JAIL",15
"3691","KINGFISHER COUNTY JAIL",6
"3692","KINGMAN COUNTY SHERIFFS OFFICE, KINGMAN, KANSAS",11
