"","aor","apprehension_landmark","total"
"7863","NEW","SECAUCUS PD",21
"7864","NEW","SECURE COMMUNITIES NEW YORK",1
"7865","NEW","SHIP BOTTOM POLICE DEPARTMENT",4
"7866","NEW","SHREWSBURY PD",7
"7867","NEW","SOMERS POINT POLICE DEPARTMENT",8
"7868","NEW","SOMERSET COUNTY JAIL",508
"7869","NEW","SOMERSET COUNTY PROSECUTOR REFERRAL",8
"7870","NEW","SOMMERVILLE PD",33
"7871","NEW","SOUTH AMBOY PD",10
"7872","NEW","SOUTH BOUND BROOK PD",4
"7873","NEW","SOUTH BRUNSWICK TWP PD",20
"7874","NEW","SOUTH HACKENSACK PD",9
"7875","NEW","SOUTH HARRISON POLICE DEPARTMENT",1
"7876","NEW","SOUTH ORANGE PD",4
"7877","NEW","SOUTH PLAINFIELD PD",28
"7878","NEW","SOUTH RIVER PD",49
"7879","NEW","SOUTH TOMS RIVER POLICE DEPARTMENT",8
"7880","NEW","SOUTH WOODS STATE PRISON",15
"7881","NEW","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",1
"7882","NEW","SOUTHERN STATE CORRECTIONAL FACILITY",7
"7883","NEW","SOUTHWOODS STATE PRISON",2
"7884","NEW","SPARTA TWP PD",3
"7885","NEW","SPM GENERAL AREA, NON-SPECIFIC",1
"7886","NEW","SPOTSWOOD PD",5
"7887","NEW","SPRING LAKE HEIGHTS PD",2
"7888","NEW","SPRING LAKE PD",2
"7889","NEW","SPRINGFIELD PD",11
"7890","NEW","STAFFORD POLICE DEPARTMENT",26
"7891","NEW","STANHOPE BOROUGH PD",4
"7892","NEW","STO GENERAL AREA, NON-SPECIFIC",2
"7893","NEW","STONE HARBOR POLICE DEPARTMENT",1
"7894","NEW","STRATFORD BOROUGH POLICE DEPARTMENT",2
"7895","NEW","STREET PROBATION & PAROLE, BERGEN COUNTY",18
"7896","NEW","STREET PROBATION & PAROLE, ESSEX COUNTY",14
"7897","NEW","STREET PROBATION & PAROLE, HUDSON COUNTY",6
"7898","NEW","STREET PROBATION & PAROLE, HUNTERDON COUNTY",3
"7899","NEW","STREET PROBATION & PAROLE, MERCER COUNTY",2
"7900","NEW","STREET PROBATION & PAROLE, MIDDLESEX COUNTY",13
"7901","NEW","STREET PROBATION & PAROLE, MONMOUTH COUNTY",28
"7902","NEW","STREET PROBATION & PAROLE, MORRIS COUNTY",3
"7903","NEW","STREET PROBATION & PAROLE, PASSAIC COUNTY",41
"7904","NEW","STREET PROBATION & PAROLE, SOMERSET COUNTY",5
"7905","NEW","STREET PROBATION & PAROLE, SUSSEX COUNTY",1
"7906","NEW","STREET PROBATION & PAROLE, UNION COUNTY",10
"7907","NEW","STREET PROBATION & PAROLE, WARREN COUNTY",3
"7908","NEW","SUMMIT PD",22
"7909","NEW","SUSSEX COUNTY JAIL",38
"7910","NEW","SWEDESBORO POLICE DEPARTMENT",2
"7911","NEW","TEANECK PD",16
"7912","NEW","TENAFLY PD",2
"7913","NEW","TEWKSBURY TWP PD",2
"7914","NEW","TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO",1
"7915","NEW","TINTON FALLS PD",10
"7916","NEW","TOMS RIVER Police Department",30
"7917","NEW","TOTOWA PD",17
"7918","NEW","TOWNSHIP OF HAMILTON POLICE DEPARTMENT",38
"7919","NEW","TRENTON CITY POLICE DEPARTMENT",493
"7920","NEW","U.S MARSHALS SERVICE",2
"7921","NEW","UNION BEACH PD",2
"7922","NEW","UNION CITY PD",179
"7923","NEW","UNION COUNTY JAIL",645
"7924","NEW","UNION COUNTY PD",37
"7925","NEW","UNION COUNTY PROSECUTOR REFERRAL",2
"7926","NEW","UNION PD",59
"7927","NEW","UNITED STATES MARSHAL SERVICE CAMDEN",8
"7928","NEW","UNITED STATES MARSHAL SERVICE TRENTON",14
"7929","NEW","UNITED STATES PRETRIAL SERVICES",1
"7930","NEW","UNITED STATES PROBATION & PAROLE",12
"7931","NEW","UNK GENERAL AREA, NON-SPECIFIC",2
"7932","NEW","UPPER SADDLE RIVER PD",13
"7933","NEW","US CITIZENSHIP & IMMIGRATION SERVICES, MOUNT LAUREL",38
"7934","NEW","USBOP CI-MOSHANNON VALLEY",13
"7935","NEW","USCIS MOUNT LAUREL",27
"7936","NEW","USCIS NEWARK",1
"7937","NEW","USICE MARLTON HOLDING CELL",275
"7938","NEW","USMS CAMDEN",1
"7939","NEW","USMS NEWARK",107
"7940","NEW","USMS TRENTON",3
"7941","NEW","VCAS-FACILITY ARREST NY",1
"7942","NEW","VCAS2 - STREET ARREST",1
"7943","NEW","VENTNOR CITY POLICE DEPARTMENT",4
"7944","NEW","VERONA PD",1
"7945","NEW","VINELAND POLICE DEPARTMENT",68
"7946","NEW","VOORHEES TOWNSHIP POLICE DEPARTMENT",6
"7947","NEW","WALDWICK PD",23
"7948","NEW","WALL TWP PD",13
"7949","NEW","WALLINGTON PD",11
"7950","NEW","WANAQUE BOROUGH PD",9
"7951","NEW","WARREN COUNTY JAIL",52
"7952","NEW","WARREN COUNTY PROSECUTOR REFERRAL",1
"7953","NEW","WARREN TWP PD",4
"7954","NEW","WASHINGTON COUNTY JAIL-VA",2
"7955","NEW","WASHINGTON TOWNSHIP POLICE DEPARTMENT",9
"7956","NEW","WASHINGTON TOWNSHIP POLICE DEPARTMENT MERCER COUNTY",13
"7957","NEW","WASHINGTON TWP PD",10
"7958","NEW","WATCHUNG PD",17
"7959","NEW","WAYNE PD",29
"7960","NEW","WEEHAWKIN TWP PD",13
"7961","NEW","WEST AMWELL TWP PD",2
"7962","NEW","WEST CALDWELL PD",3
"7963","NEW","WEST DEPTFORD POLICE DEPARTMENT",1
"7964","NEW","WEST LONG BRANCH PD",21
"7965","NEW","WEST MILFORD TWP PD",3
"7966","NEW","WEST NEW YORK PD",140
"7967","NEW","WEST ORANGE PD",28
"7968","NEW","WEST PATERSON PD",1
"7969","NEW","WEST WINDSOR POLICE DEPARTMENT",4
"7970","NEW","WESTAMPTON TOWNSHIP POLICE DEPARTMENT",6
"7971","NEW","WESTFIELD PD",8
"7972","NEW","WESTWOOD PD",10
"7973","NEW","WHARTON PD",8
"7974","NEW","WILDWOOD POLICE DEPARTMENT",8
"7975","NEW","WILLINGBORO TOWNSHIP POLICE DEPARTMENT",12
"7976","NEW","WINDSOR POLICE DEPARTMENT",2
"7977","NEW","WINSLOW TOWNSHIP POLICE DEPARTMENT",9
"7978","NEW","WOOD-RIDGE PD",4
"7979","NEW","WOODBRIDGE PD",56
"7980","NEW","WOODBURY POLICE DEPARTMENT",9
"7981","NEW","WOODLAND PARK PD",1
"7982","NEW","WOODLYNNE BOROUGH POLICE DEPARTMENT",5
"7983","NEW","WOOLWICH TOWNSHIP POLICE DEPARTMENT",1
"7984","NEW","WYCKOFF PD",8
"7985","NEW","XJA GENERAL AREA, NON-SPECIFIC",3
"7986","NEW","XNK GENERAL AREA, NON-SPECIFIC",3
"7987","NEW",NA,340
"7988","NOL"," WASHINGTON COUNTY 287G JAIL ENFORCEMENT OFFICER",216
"7989","NOL","287(G) - BENTON COUNTY JAIL ENFORCEMENT OFFICER",3
"7990","NOL","287(G) - WASHINGTON COUNTY JAIL ENFORCEMENT OFFICER",1
"7991","NOL","287(G)-KNOX COUNTY SHERIFF'S OFFICE",123
"7992","NOL","5TH JUDICIAL DISTRICT MISDEMEANOR PROBATION OFFICE",1
"7993","NOL","ABQ GENERAL AREA, NON-SPECIFIC",1
"7994","NOL","ACADIA PARISH JAIL",11
"7995","NOL","ADAMS COUNTY",1
"7996","NOL","ADAMS COUNTY CORRECTIONAL CENTER, NATCHEZ, MS",934
"7997","NOL","ADAMS COUNTY, MS",15
"7998","NOL","ADC BOOT CAMP - WRIGHTSVILLE",1
"7999","NOL","ADC CUMMINS UNIT",75
"8000","NOL","ADC DELTA REGIONAL UNIT",36
"8001","NOL","ADC DIAGNOSTIC UNIT",10
"8002","NOL","ADC EAST ARKANSAS REGIONAL UNIT",22
"8003","NOL","ADC GRIMES UNIT",94
"8004","NOL","ADC MCPHERSON UNIT",19
"8005","NOL","ADC NORTH CENTRAL UNIT",39
"8006","NOL","ADC OUACHITA RIVER UNIT",88
"8007","NOL","ADC RANDALL L. WILLIAMS UNIT",23
"8008","NOL","ADC TEXARKANA REGIONAL UNIT",2
"8009","NOL","ADC TUCKER UNIT",50
"8010","NOL","ADC VARNER UNIT",55
"8011","NOL","ADC WRIGHTSVILLE UNIT",73
"8012","NOL","ADULT DIAGNOSTIC AND TREATMENT CENTER",1
"8013","NOL","AL State Probation Mobile, AL",1
"8014","NOL","AL State at-large",39
"8015","NOL","ALBANY COUNTY",1
"8016","NOL","ALCORN COUNTY, MS",2
"8017","NOL","ALLEN CORRECTIONAL CENTER",6
"8018","NOL","ALLEN PARISH JAIL",4
"8019","NOL","ALTERNATIVES TO DETENTION",3
"8020","NOL","ANDERSON COUNTY JAIL, TN",80
"8021","NOL","ARKANSAS COUNTY JAIL",20
"8022","NOL","ASCENSION PARISH PRISON",335
"8023","NOL","ASF GENERAL AREA, NON-SPECIFIC",41
"8024","NOL","ASHLEY COUNTY JAIL",17
"8025","NOL","ASSUMPTION PARISH, LA",19
"8026","NOL","ATD, AL STATE",4
"8027","NOL","ATKINSON COUNTY GA",2
"8028","NOL","ATLANTA, GA",42
"8029","NOL","ATTALA COUNTY, MS",2
"8030","NOL","AUS GENERAL AREA, NON-SPECIFIC",1
"8031","NOL","AUTAUGA COUNTY JAIL, PRATTVILLE, AL",1
"8032","NOL","AVOYELLES CORRECTIONAL CENTER",6
"8033","NOL","AVOYELLES PARISH JAIL",5
"8034","NOL","Adams County Correctional Center",1239
"8035","NOL","Aliceville FCI",5
"8036","NOL","BALDWIN COUNTY CORRECTIONAL CENTER, AL",412
"8037","NOL","BAT GENERAL AREA, NON-SPECIFIC",3
"8038","NOL","BAXTER COUNTY JAIL",16
"8039","NOL","BAYOU LA BATRE PD, AL",12
"8040","NOL","BEAUREGARD PARISH JAIL",6
"8041","NOL","BEDFORD COUNTY JAIL, TN",226
"8042","NOL","BENON COUNTY PROBATION-BENTONVILLE OFFICE",2
"8043","NOL","BENTON COUNTY 287G JAIL ENFORCEMENT OFFICER",78
"8044","NOL","BENTON COUNTY JAIL",616
"8045","NOL","BENTON COUNTY PROBATION AND PAROLE",18
"8046","NOL","BERKS COUNTY FAMILY SHELTER",4
"8047","NOL","BEXAR COUNTY JAIL - TX0150000",2
"8048","NOL","BHM GENERAL AREA, NON-SPECIFIC",3359
"8049","NOL","BIENVILLE PARISH JAIL",2
"8050","NOL","BKI GENERAL AREA, NON-SPECIFIC",1
"8051","NOL","BLEDSOE COUNTY JAIL, TN",34
"8052","NOL","BLOUNT COUNTY JAIL, TN",312
"8053","NOL","BOI GENERAL AREA, NON-SPECIFIC",1
"8054","NOL","BOLIVAR COUNTY, MS",8
"8055","NOL","BOONE COUNTY JAIL",15
"8056","NOL","BOONE COUNTY JAIL, KY",1
"8057","NOL","BOP GILES W DALBY",2
"8058","NOL","BOPFCI WINTON, NC",1
"8059","NOL","BOSSIER MEDIUM FACILITY",8
"8060","NOL","BOSSIER PARISH JAIL",191
"8061","NOL","BOSSIER PARISH JAIL, BOSSIER CITY, LA",57
"8062","NOL","BOWIE COUNTY JAIL ANNEX (BISTATE JAIL)",48
"8063","NOL","BRADLEY COUNTY",1
"8064","NOL","BRADLEY COUNTY JAIL",3
"8065","NOL","BRADLEY COUNTY JAIL, TN",219
"8066","NOL","BRIDGEPORT CORRECTIONAL CENTER, BRIDGEPORT, CT",1
"8067","NOL","BRO GENERAL AREA, NON-SPECIFIC",2
"8068","NOL","BSA GENERAL AREA, NON-SPECIFIC",2
"8069","NOL","BSC GENERAL AREA, NON-SPECIFIC",1
"8070","NOL","BTN GENERAL AREA, NON-SPECIFIC",982
"8071","NOL","Benton County Jail 287(g)",351
"8072","NOL","Bossier City Detention",9
"8073","NOL","Bossier Parish Court",2
"8074","NOL","Bossier Parish Maximum",122
"8075","NOL","CABOT POLICE DEPARTMENT",2
"8076","NOL","CAC GENERAL AREA, NON-SPECIFIC",1
"8077","NOL","CADDO PARISH JAIL",141
"8078","NOL","CADDO PARISH JAIL, SHREVEPORT, LA",44
"8079","NOL","CALCASIEU PARISH JAIL",48
"8080","NOL","CALDWELL PARISH JAIL",2
"8081","NOL","CALHOUN COUNTY JAIL",1
"8082","NOL","CALHOUN COUNTY JAIL, ANNISTON, AL",4
"8083","NOL","CALHOUN COUNTY, MS",31
"8084","NOL","CAMERON PARISH JAIL",5
"8085","NOL","CAMPBELL COUNTY JAIL, TN",41
"8086","NOL","CANNON COUNTY JAIL, TN",2
"8087","NOL","CANYON COUNTY JAIL ID",1
"8088","NOL","CAP - ALBERTVILLE CITY JAIL, AL STATE",416
"8089","NOL","CAP - ALCORN COUNTY JAIL MS STATE",35
"8090","NOL","CAP - ALEXANDRIA CITY JAIL, AL STATE",43
"8091","NOL","CAP - ARAB CITY JAIL, AL STATE",2
"8092","NOL","CAP - AUTAUGA COUNTY JAIL, AL STATE",52
"8093","NOL","CAP - AVONDALE POLICE DEPARTMENT",1
"8094","NOL","CAP - BARBOUR COUNTY JAIL, AL STATE",8
"8095","NOL","CAP - BARTLETT POLICE DEPARTMENT TN STATE",83
"8096","NOL","CAP - BENTON COUNTY JAIL MS STATE",4
"8097","NOL","CAP - BENTON COUNTY JAIL TN STATE",6
"8098","NOL","CAP - BIBB COUNTY CORRECTIONAL CENTER - DOC - AL STATE",45
"8099","NOL","CAP - BIBB COUNTY CORRECTIONAL FACILITY - DOC - AL STATE",16
"8100","NOL","CAP - BIBB COUNTY JAIL, AL STATE",9
"8101","NOL","CAP - BLOUNT COUNTY JAIL,  AL STATE",53
"8102","NOL","CAP - BLOUNT COUNTY JAIL, AL STATE",12
"8103","NOL","CAP - BOAZ CITY JAIL, AL STATE",95
"8104","NOL","CAP - BOP FCI FORREST CITY AR STATE",76
"8105","NOL","CAP - BOP FCI MEMPHIS TN STATE",369
"8106","NOL","CAP - BULLOCK CORRECTIONAL FACILITY, AL STATE",10
"8107","NOL","CAP - BULLOCK COUNTY JAIL, AL STATE",6
"8108","NOL","CAP - BUTLER COUNTY JAIL, AL STATE",2
"8109","NOL","CAP - CALHOUN COUNTY JAIL, AL STATE",73
"8110","NOL","CAP - CARROLL COUNTY JAIL TN STATE",8
"8111","NOL","CAP - CHAMBERS COUNTY JAIL, AL STATE",56
"8112","NOL","CAP - CHEROKEE COUNTY JAIL, AL STATE",21
"8113","NOL","CAP - CHESTER COUNTY JAIL TN STATE",7
"8114","NOL","CAP - CHILTON COUNTY JAIL, AL STATE",314
"8115","NOL","CAP - CHOCTAW COUNTY JAIL, AL STATE",3
"8116","NOL","CAP - CLARK COUNTY JAIL, AL STATE",1
"8117","NOL","CAP - CLAY COUNTY JAIL AR STATE",6
"8118","NOL","CAP - CLAY COUNTY JAIL, AL STATE",11
"8119","NOL","CAP - CLEBURNE COUNTY JAIL, AL STATE",27
"8120","NOL","CAP - COFFEE COUNTY JAIL, AL STATE",161
"8121","NOL","CAP - COLBERT COUNTY JAIL, AL STATE",21
"8122","NOL","CAP - COLLIERVILLE POLICE DEPARTMENT TN STATE",129
"8123","NOL","CAP - COOSA COUNTY JAIL, AL STATE",16
"8124","NOL","CAP - COVINGTON COUNTY JAIL, AL STATE",11
"8125","NOL","CAP - CRAIGHEAD COUNTY JAIL AR STATE",49
"8126","NOL","CAP - CRENSHAW COUNTY JAIL, AL STATE",11
"8127","NOL","CAP - CRITTENDEN COUNTY JAIL AR STATE",30
"8128","NOL","CAP - CROCKETT COUNTY JAIL TN STATE",26
"8129","NOL","CAP - CULLMAN COUNTY JAIL, AL STATE",143
"8130","NOL","CAP - DALE COUNTYJAIL, AL STATE",55
"8131","NOL","CAP - DALLAS COUNTY JAIL, AL STATE",1
"8132","NOL","CAP - DECATUR CITY JAIL, AL STATE",102
"8133","NOL","CAP - DECATUR COUNTY JAIL TN STATE",18
"8134","NOL","CAP - DEKALB COUNTY JAIL, AL STATE",208
"8135","NOL","CAP - DESOTO COUNTY JAIL MS STATE",416
"8136","NOL","CAP - DONALDSON CORRECTIONAL FACILITY - DOC - AL STATE",7
"8137","NOL","CAP - DOTHAN CITY JAIL, AL STATE",83
"8138","NOL","CAP - DRAPER CORRECTIONAL FACILITY - DOC - AL STATE",40
"8139","NOL","CAP - DYER COUNTY JAIL TN STATE",14
"8140","NOL","CAP - EAST ARKANSAS REGIONAL UNIT (BRICKEYS) AR STATE",11
"8141","NOL","CAP - EASTERLING CORRECTIONAL FACILITY - DOC - AL STATE",23
"8142","NOL","CAP - ELMORE CORRECTIONAL FACILITY - DOC - AL STATE",40
"8143","NOL","CAP - ELMORE COUNTY JAIL, AL STATE",88
"8144","NOL","CAP - ESCAMBIA COUNTY JAIL, AL STATE",1
"8145","NOL","CAP - ETOWAH COUNTY JAIL, AL STATE",25
"8146","NOL","CAP - FAYETTE COUNTY JAIL, AL STATE",1
"8147","NOL","CAP - FAYETTEE COUNTY JAIL TN STATE",55
"8148","NOL","CAP - FCI TALLADEGA, AL MONTGOMERY",2
"8149","NOL","CAP - FEDERAL CORRECTIONAL INSTITIUTE, TALLADEGA, AL STATE",1
"8150","NOL","CAP - FEDERAL CORRECTIONAL INSTITUTE, MONTGOMERY, AL STATE",2
"8151","NOL","CAP - FOUNTAIN CORRECTIONAL FACILITY - DOC - AL STATE",2
"8152","NOL","CAP - FOUNTAIN CORRECTIONAL FACILITY, AL STATE",4
"8153","NOL","CAP - FRANKLIN COUNTY JAIL, AL STATE",132
"8154","NOL","CAP - FT. PAYNE CITY JAIL, AL STATE",11
"8155","NOL","CAP - GENEVA COUNTY JAIL, AL STATE",74
"8156","NOL","CAP - GERMANTOWN POLICE DEPARTMENT TN STATE",21
"8157","NOL","CAP - GIBSON COUNTY JAIL TN STATE",40
"8158","NOL","CAP - GREEN COUNTY JAIL, AL STATE",7
"8159","NOL","CAP - GREENE COUNTY JAIL AR STATE",14
"8160","NOL","CAP - HALE COUNTY JAIL, AL STATE",2
"8161","NOL","CAP - HARDEMANN COUNTY CORRECTIONAL FACILITY TN STATE",36
"8162","NOL","CAP - HARDEMANN COUNTY JAIL TN STATE",19
"8163","NOL","CAP - HAYWOOD COUNTY JAIL TN STATE",27
"8164","NOL","CAP - HENDERSON COUNTY JAIL TN STATE",50
"8165","NOL","CAP - HENRY COUNTY JAIL TN STATE",18
"8166","NOL","CAP - HENRY COUNTY JAIL, AL STATE",22
"8167","NOL","CAP - HOLMAN CORRECTIONAL FACILITY - DOC - AL STATE",1
"8168","NOL","CAP - HOMEWOOD CITY JAIL, AL STATE",73
"8169","NOL","CAP - HOOVER CITY JAIL, AL STATE",155
"8170","NOL","CAP - HOUSTON COUNTY JAIL, AL STATE",96
"8171","NOL","CAP - ITAWAMBA COUNTY JAIL MS STATE",22
"8172","NOL","CAP - JACKSON COUNTY JAIL, AL STATE",51
"8173","NOL","CAP - JAIL EAST TN STATE",44
"8174","NOL","CAP - JEFFERSON COUNTY JAIL, AL STATE",400
"8175","NOL","CAP - KILBY CORRECTIONAL FACILITY - DOC - AL STATE",170
"8176","NOL","CAP - LAFAYETTE COUNTY JAIL MS STATE",124
"8177","NOL","CAP - LAKE COUNTY JAIL TN STATE",2
"8178","NOL","CAP - LAUDERDALE COUNTY JAIL TN STATE",22
"8179","NOL","CAP - LAUDERDALE COUNTY JAIL, AL STATE",57
"8180","NOL","CAP - LAWRENCE COUNTY JAIL AR STATE",2
"8181","NOL","CAP - LAWRENCE COUNTY JAIL, AL STATE",29
"8182","NOL","CAP - LEE COUNTY JAIL MS STATE",71
"8183","NOL","CAP - LEE COUNTY JAIL, AL STATE",489
"8184","NOL","CAP - LIMESTONE CORRECTIONAL FACILITY - DOC - AL STATE",72
"8185","NOL","CAP - LIMESTONE CORRECTIONAL FACILITY, AL STATE",6
"8186","NOL","CAP - LIMESTONE COUNTY JAIL, AL STATE",22
"8187","NOL","CAP - LIMESTONE COUTY JAIL, AL",208
"8188","NOL","CAP - LOWNDES COUNTY JAIL, AL STATE",5
"8189","NOL","CAP - Lee County Youth Detention Center",1
"8190","NOL","CAP - MACON COUNTY  JAIL, AL STATE",6
"8191","NOL","CAP - MACON COUNTY JAIL, AL STATE",1
"8192","NOL","CAP - MADISON COUNTY JAIL TN STATE",249
"8193","NOL","CAP - MADISON COUNTY JAIL, AL STATE",476
"8194","NOL","CAP - MARENGO COUNTY JAIL, AL STATE",2
"8195","NOL","CAP - MARICOPA COUNTY SHERIFFS OFFICE",1
"8196","NOL","CAP - MARICOPA COUNTY SHERIFFS OFFICE JAIL",4
"8197","NOL","CAP - MARION COUNTY JAIL, AL STATE",16
"8198","NOL","CAP - MARK H. LUTTRELL CORRECTIONAL CENTER TN STATE",2
"8199","NOL","CAP - MARSHAL COUNTY JAIL MS STATE",21
"8200","NOL","CAP - MARSHALL COUNTY JAIL, AL STATE",106
"8201","NOL","CAP - MCNAIRY COUNTY JAIL TN STATE",4
"8202","NOL","CAP - MILLINGTON POLICE DEPARTMENT TN STATE",14
"8203","NOL","CAP - MISSISSIPPI COUNTY JAIL AR STATE",27
"8204","NOL","CAP - MONTGOMERY CITY JAIL, AL STATE",281
"8205","NOL","CAP - MONTGOMERY COUNTY JAIL, AL STATE",96
"8206","NOL","CAP - MORGAN COUNTY JAIL, AL STATE",250
"8207","NOL","CAP - NORTHEAST AR COMMUNITY CORR. CNTR (OSCEOLA) AR STATE",4
"8208","NOL","CAP - NORTHWEST CORRECTIONAL COMPLEX TN STATE",67
"8209","NOL","CAP - OBION COUNTY JAIL TN STATE",61
"8210","NOL","CAP - PANOLA COUNTY JAIL MS STATE",3
"8211","NOL","CAP - PARAGOULD POLICE DEPARTMENT AR STATE",1
"8212","NOL","CAP - PELHAM CITY JAIL, AL STATE",52
"8213","NOL","CAP - PERRY COUNTY JAIL TN STATE",7
"8214","NOL","CAP - PHOENIX POLICE DEPARTMENT",1
"8215","NOL","CAP - PICKENS COUNTY JAIL, AL STATE",10
"8216","NOL","CAP - PIKE COUNTY JAIL, AL STATE",7
"8217","NOL","CAP - POINSETT COUNTY JAIL AR STATE",2
"8218","NOL","CAP - PONTOTOC COUNTY JAIL MS STATE",55
"8219","NOL","CAP - PRENTISS COUNTY JAIL MS STATE",5
"8220","NOL","CAP - PROBATION OFFICE BOONEVILLE MS STATE",1
"8221","NOL","CAP - PROBATION OFFICE MEMPHIS KNIGHT ARNOLD TN STATE",1
"8222","NOL","CAP - PROBATION OFFICE NEW ALBANY MS STATE",2
"8223","NOL","CAP - PROBATION OFFICE UNION CITY TN STATE",1
"8224","NOL","CAP - RANDOLPH COUNTY JAIL AR STATE",8
"8225","NOL","CAP - RANDOLPH COUNTY JAIL, AL STATE",21
"8226","NOL","CAP - RUSSELL COUNTY JAIL, AL STATE",79
"8227","NOL","CAP - SCOTTSBORO CITY JAIL, AL STATE",76
"8228","NOL","CAP - SHELBY CO CORRECTION CENTER (PENAL FARM) TN STATE",313
"8229","NOL","CAP - SHELBY COUNTY JAIL TN STATE",1019
"8230","NOL","CAP - SHELBY COUNTY JAIL, AL STATE",361
"8231","NOL","CAP - ST. CLAIR CORRECTIONAL FACILITY - DOC - AL STATE",4
"8232","NOL","CAP - ST. CLAIR COUNTY JAIL, AL STATE",98
"8233","NOL","CAP - STATON CORRECTIONAL FACILITY - DOC - AL STATE",25
"8234","NOL","CAP - STREET ARREST MS STATE",33
"8235","NOL","CAP - STREET ARREST TN STATE",188
"8236","NOL","CAP - TALLADEGA COUNTY JAIL, AL STATE",41
"8237","NOL","CAP - TALLAPOOSSA COUNTY JAIL, AL STATE",46
"8238","NOL","CAP - TALLASSEE CITY JAIL, AL STATE",7
"8239","NOL","CAP - TATE COUNTY JAIL MS STATE",22
"8240","NOL","CAP - TIPPAH COUNTY JAIL MS STATE",11
"8241","NOL","CAP - TIPTON COUNTY JAIL TN STATE",37
"8242","NOL","CAP - TISHOMINGO COUNTY JAIL MS STATE",24
"8243","NOL","CAP - TROY CITY, AL STATE",18
"8244","NOL","CAP - TUNICA COUNTY JAIL MS STATE",2
"8245","NOL","CAP - TUSCALOOSA COUNTY JAIL, AL STATE",405
"8246","NOL","CAP - TUSCALOOSSA COUNTY JAIL, AL STATE",3
"8247","NOL","CAP - TUTWILER PRISON FOR WOMEN - DOC - AL STATE",9
"8248","NOL","CAP - UNION COUNTY JAIL MS STATE",22
"8249","NOL","CAP - US PROBATION OFFICE MEMPHIS TN STATE",1
"8250","NOL","CAP - US PROBATION OFFICE OXFORD MS STATE",1
"8251","NOL","CAP - VENTRESS CORRECTIONAL FACILITY - DOC - AL STATE",17
"8252","NOL","CAP - WALKER COUNTY JAIL, AL STATE",58
"8253","NOL","CAP - WEAKLEY COUNTY JAIL TN STATE",16
"8254","NOL","CAP - WEST TENNESSEE DETENTION FACILITY (MASON) TN STATE",48
"8255","NOL","CAP - WEST TENNESSEE STATE PENITENTIARY TN STATE",44
"8256","NOL","CAP - WHITEVILLE CORRECTIONAL FACILITY TN STATE",49
"8257","NOL","CAP - WILCOX COUNTY JAIL, AL STATE",1
"8258","NOL","CAP - WINSTON COUNTY JAIL, AL STATE",24
"8259","NOL","CAP ADOC TUCSON AZ STATE",1
"8260","NOL","CAP GENERAL AREA, NON-SPECIFIC",1
"8261","NOL","CAP STREET ARREST, AL STATE",1
"8262","NOL","CAP-Birmingham City Jail",6
"8263","NOL","CAP-PADOC SCI-CAMP HILL PA STATE",1
"8264","NOL","CAP-STREET ARREST AR STATE FAYETTEVILLE",39
"8265","NOL","CAP-STREET ARREST FORT SMITH AR STATE",100
"8266","NOL","CAP-STREET ARREST TEXARKANA AR STATE",27
"8267","NOL","CAP-YRK GENERAL AREA, NON-SPECIFIC PA STATE",1
"8268","NOL","CARLISLE POLICE DEPARTMENT",2
"8269","NOL","CARROL COUNTY JAIL, TN",1
"8270","NOL","CARROL COUNTY PROBATION-BERRYVILLE OFFICE",1
"8271","NOL","CARROL COUNTY, MS",4
"8272","NOL","CARROLL COUNTY JAIL",113
"8273","NOL","CARROLL COUNTY NH",1
"8274","NOL","CARROLL COUNTY PROBATION AND PAROLE",3
"8275","NOL","CARTER COUNTY JAIL, TN",16
"8276","NOL","CATAHOULA PARISH JAIL",8
"8277","NOL","CAX GENERAL AREA, NON-SPECIFIC",2
"8278","NOL","CDC GENERAL AREA, NON-SPECIFIC",3
"8279","NOL","CENTRAL MISSISSIPPI CORRECTIONAL FACILITY",8
"8280","NOL","CHATTANOOGA GENERAL",1
"8281","NOL","CHEATHAM COUNTY JAIL, TN",70
"8282","NOL","CHI FUGITIVE OPERATIONS",1
"8283","NOL","CHI GENERAL AREA, NON-SPECIFIC",4
"8284","NOL","CHICKASAW COUNTY, MS",13
"8285","NOL","CHICKSAW COUNTY, MS",27
"8286","NOL","CHICOT COUNTY JAIL",1
"8287","NOL","CHIFUGITIVE OPERATIONS",2
"8288","NOL","CHOCTAW COUNTY JAIL, AL",2
"8289","NOL","CHOCTAW COUNTY, MS",1
"8290","NOL","CI MCRAE",14
"8291","NOL","CITY OF GRAND JUNCTION",1
"8292","NOL","CLADOC",1
"8293","NOL","CLAIBORNE COUNTY JAIL, TN",10
"8294","NOL","CLAIBORNE PARISH JAIL",2
"8295","NOL","CLARK COUNTY JAIL",10
"8296","NOL","CLARKE COUNTY JAIL, AL",6
"8297","NOL","CLAY COUNTY JAIL, TN",2
"8298","NOL","CLAY COUNTY, MS",5
"8299","NOL","CLEBURNE COUNTY JAIL",32
"8300","NOL","CMF VACAVILLE",1
"8301","NOL","CNG GENERAL AREA, NON-SPECIFIC",1480
"8302","NOL","COBB COUNTY, GA",17
"8303","NOL","COCKE COUNTY JAIL, TN",35
