"","apprehension_landmark","total"
"4876","ISL GENERAL AREA, NON-SPECIFIC",1
"4877","ISLAND COUNTY SHERIFF",15
"4878","ISLAND HEIGHTS POLICE DEPARTMENT",1
"4879","ISSAQUAH CITY JAIL",116
"4880","ISSAQUENA COUNTY, MS",3
"4881","ITAK",2
"4882","ITASCA COUNTY JAIL, MN",5
"4883","ITHACA POLICE DEPARTMENT",2
"4884","Imperial Beach, CA",2
"4885","Inkster, MI",1
"4886","International Liaison Unit",43
"4887","JAB GENERAL ENTRY AREA, NON-SPECIFIC",1
"4888","JAC - ALACHUA COUNTY JAIL",250
"4889","JAC - BAKER COUNTY JAIL",356
"4890","JAC - BRADFORD COUNTY JAIL",55
"4891","JAC - CLAY COUNTY JAIL",118
"4892","JAC - COLUMBIA CI FLORIDA DOC",189
"4893","JAC - COLUMBIA COUNTY JAIL",60
"4894","JAC - DIXIE COUNTY JAIL",6
"4895","JAC - FLAGLER COUNTY JAIL",58
"4896","JAC - FLORIDA DEPARTMENT OF CORRECTIONS",953
"4897","JAC - GILCHRIST COUNTY JAIL",35
"4898","JAC - JACKSONVILLE SHERIFFS OFFICE",1243
"4899","JAC - LEVY COUNTY JAIL",107
"4900","JAC - NASSAU COUNTY JAIL",101
"4901","JAC - ST JOHN COUNTY JAIL",240
"4902","JAC - UNION COUNTY JAIL",2
"4903","JAC -PUTNAM COUNTY JAIL",39
"4904","JAC GENERAL AREA, NON-SPECIFIC",1013
"4905","JACART - OI TIP LINE",2
"4906","JACINTO CITY POLICE DEPT, HARRIS COUNTY, TX",10
"4907","JACINTO CITY, TEXAS",8
"4908","JACINTO POLICE DEPT, HARRIS CO,TX",3
"4909","JACK COUNTY SHERIFFS COUNTY",21
"4910","JACK HARWELL DETENTION CENTER",25
"4911","JACK HARWELL DETENTION CENTER, WACO, TEXAS",6
"4912","JACKSON CO JAIL, JACKSON, MN",15
"4913","JACKSON COUNTY",2
"4914","JACKSON COUNTY ADULT DETENTION CENTER, MS",127
"4915","JACKSON COUNTY JAIL",388
"4916","JACKSON COUNTY JAIL, EDNA TX",10
"4917","JACKSON COUNTY JAIL, EDNA, TX",32
"4918","JACKSON COUNTY JAIL, IA",6
"4919","JACKSON COUNTY JAIL, JACKSON, MI",37
"4920","JACKSON COUNTY JAIL, KY",1
"4921","JACKSON COUNTY JAIL, SCOTTSBORO, AL",1
"4922","JACKSON COUNTY JAIL, TN",8
"4923","JACKSON COUNTY JAIL, WALDEN, CO",2
"4924","JACKSON COUNTY JUVENILE FACILITY",4
"4925","JACKSON COUNTY PROBATION, EDNA, TX",8
"4926","JACKSON COUNTY SHERIFF'S OFFICE, BROWNSTOWN, INDIANA",336
"4927","JACKSON COUNTY SHERIFF'S OFFICE, IL",5
"4928","JACKSON COUNTY SHERIFFS OFFICE KANSAS",40
"4929","JACKSON COUNTY SHERIFFS OFFICE MISSOURI",872
"4930","JACKSON COUNTY, GA",342
"4931","JACKSON COUNTY, MS",7
"4932","JACKSON COUNTY, NC",23
"4933","JACKSON PARISH JAIL",8
"4934","JACKSON RANCH (MOUNT SIGNAL ROAD TO WESTSIDE MAIN CANAL)",2
"4935","JACKSON TOWNSHIP POLICE DEPARTMENT",32
"4936","JACKSON, GA",2029
"4937","JACKSON, MICHIGAN",52
"4938","JACKSONVILLE CIS OFFICE",26
"4939","JACKSONVILLE CORRECTIONAL CENTER, IL",18
"4940","JACKSONVILLE FL ERO",1593
"4941","JACKSONVILLE POLICE DEPARTMENT",4
"4942","JACKSONVILLE SHERIFFS OFFICE",5
"4943","JAK GENERAL AREA, NON-SPECIFIC",506
"4944","JAL CITY JAIL",4
"4945","JAMES RIVER CORRECTIONAL CENTER,ND",25
"4946","JAMES T. VAUGHN CORRECTIONAL CENTER",68
"4947","JAMESBURG PD",12
"4948","JASPER COUNTY DEPT. OF JUVENILE JUSTICE",2
"4949","JASPER COUNTY DETENTION CENTER",378
"4950","JASPER COUNTY IOWA",31
"4951","JASPER COUNTY JAIL, JASPER, TX",22
"4952","JASPER COUNTY JAIL, MS",6
"4953","JASPER COUNTY PROBATION & PAROLE OFFICE	",1
"4954","JASPER COUNTY PROBATION, JASPER, TX",3
"4955","JASPER COUNTY SHERIFF'S OFFICE, INDIANA",35
"4956","JASPER COUNTY SHERIFFS OFFICE, MISSOURI",171
"4957","JASPER COUNTY, GA",11
"4958","JASPER COUNTY, MS",12
"4959","JASPER COUNTY, SC",74
"4960","JASPER PROBATION OFFICE",1
"4961","JASPER, GA",16
"4962","JAY COUNTY SHERIFF'S OFFICE, INDIANA",21
"4963","JCART - CIS REFERRALS",1
"4964","JCART - MAUI STREET ARREST",2
"4965","JCART - NASSAU CRIMINAL COURT, NY STATE",2
"4966","JCART - STREET ARREST MS STATE",5
"4967","JCART - SUFFOLK CRIMINAL COURT, NY STATE",7
"4968","JCART - SUFFOLK DISTRICT, NY STATE",5
"4969","JCART PIMA COUNTY PAROLE AND PROBATION AZ STATE",1
"4970","JCART STREET ARREST",169
"4971","JCART STREET ARREST ALBUQUERQUE JCART",2
"4972","JCART STREET ARREST CA STATE",915
"4973","JCART STREET ARREST NY STATE",675
"4974","JCART- BROWNSVILLE FEDERAL PROBATION TX FEDERAL",1
"4975","JCART- CAMERON COUNTY PROBATION OFFICE TX STATE",8
"4976","JCART- EDINBURG POLICE DEPARTMENT TX STATE",5
"4977","JCART- HIDALGO COUNTY PROBATION OFFICE TX STATE",1
"4978","JCART- HIDALGO COUNTY STATE PAROLE OFFICE TX STATE",4
"4979","JCART- MISSION POLICE DEPARTMENT TX STATE",3
"4980","JCART- NASSAU DISTRICT, NY",11
"4981","JCART- NASSAU DISTRICT, NY STATE",5
"4982","JCART- STARR COUNTY PROBATION  RIO GRANDE CITY TX STATE",5
"4983","JCART- STREET ARREST TX STATE",56
"4984","JCART-NASSAU CRIMINAL COURT, NY",4
"4985","JCART-NEW MEXICO PROATIO AND PAROLE (SANTA FE)",1
"4986","JCART-NEW MEXICO PROBATION AND PAROLE",16
"4987","JCART-OTHER STREET ARREST",17
"4988","JCART-STREET ARREST NY STATE",47
"4989","JCART-SUFFOLK CRIMINAL COURT, NY",3
"4990","JCART-SUFFOLK DISTRICT, NY",3
"4991","JEAN NEVADA",2
"4992","JEFF DAVIS COUNTY GA",30
"4993","JEFF DAVIS COUNTY, GA",1
"4994","JEFFERSON CITY CORRECTIONAL CENTER MISSOURI DEPARTMENT CORRECTIONS",10
"4995","JEFFERSON CO JAIL, BEAUMONT TX",76
"4996","JEFFERSON CO JAIL, BEAUMONT, TX",29
"4997","JEFFERSON CO-LA SALLE CORRECTIONAL FACILITY",306
"4998","JEFFERSON CO. JAIL",1
"4999","JEFFERSON COUNTY",363
"5000","JEFFERSON COUNTY JAIL",781
"5001","JEFFERSON COUNTY JAIL ID",58
"5002","JEFFERSON COUNTY JAIL, BEAUMONT, TX",217
"5003","JEFFERSON COUNTY JAIL, BEAUMONT, TX (NON FED)",164
"5004","JEFFERSON COUNTY JAIL, BIRMINGHAM, AL",12
"5005","JEFFERSON COUNTY JAIL, IA",10
"5006","JEFFERSON COUNTY JAIL, NE",4
"5007","JEFFERSON COUNTY JAIL, TN",189
"5008","JEFFERSON COUNTY LOUISVILLE CORRECTIONS, KY",1
"5009","JEFFERSON COUNTY MISDEMEANOR PROBATION OFFICE ID",1
"5010","JEFFERSON COUNTY PROBATION",1
"5011","JEFFERSON COUNTY PROBATION OFFICE",110
"5012","JEFFERSON COUNTY PROBATION, BEAUMONT, TX",16
"5013","JEFFERSON COUNTY PROBATION-PINE BLUFF AREA OFFICE",1
"5014","JEFFERSON COUNTY SHERIFF",1
"5015","JEFFERSON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",23
"5016","JEFFERSON COUNTY SHERIFF'S OFFICE, IL",23
"5017","JEFFERSON COUNTY SHERIFF'S OFFICE, INDIANA",18
"5018","JEFFERSON COUNTY SHERIFFS OFFICE KANSAS",6
"5019","JEFFERSON COUNTY, GA",12
"5020","JEFFERSON COUNTY, MISSOURI",1
"5021","JEFFERSON COUNTY, MS",141
"5022","JEFFERSON DAVIS COUNTY JAIL, MS",1
"5023","JEFFERSON DAVIS COUNTY, MS",1
"5024","JEFFERSON DAVIS PARISH JAIL",3
"5025","JEFFERSON PARISH, LA",1572
"5026","JEFFERSON TWP PD",4
"5027","JEFFERSON, GA (CAMDEN COUNTY)",6
"5028","JEFFERSON, GA (JACKSON COUNTY)",38
"5029","JEFFERSON, NC",10
"5030","JENKINS COUNTY, GA",1
"5031","JENNINGS COUNTY SHERIFF'S OFFICE, NORTH VERNON, INDIANA",50
"5032","JENNINGS POLICE DEPARTMENT, MISSOURI",1
"5033","JEROME COUNTY GENERAL AREA ID",4
"5034","JEROME COUNTY JAIL ID",550
"5035","JEROME COUNTY MISDEMEANOR PROBATION OFFICE ID",8
"5036","JERSEY CITY",73
"5037","JERSEY CITY PD",114
"5038","JERSEY VILLAGE POLICE DEPT, HARRIS COUNTY, TX",10
"5039","JERSEY VILLAGE, TEXAS",1
"5040","JESSAMINE COUNTY DETENTION CTR, KY",91
"5041","JESUP, GA",2
"5042","JEWELL COUNTY SHERIFFS OFFICE, MANKATO, KANSAS",1
"5043","JFK FEDERAL BUILDING",1
"5044","JFK GENERAL AREA, NON-SPECIFIC",7
"5045","JFK INSPECTIONS",4
"5046","JFK INTERNATIONAL AIRPORT",5
"5047","JIM HOGG COUNTY JAIL",4
"5048","JIM HOGG COUNTY JAIL - HEBBRONVILLE, TX",1
"5049","JIM HOGG COUNTY JAIL, HEBBRONVILLE, TX - TX1240000",2
"5050","JIM WELLS COUNTY, TX",17
"5051","JNA GENERAL AREA, NON-SPECIFIC",3051
"5052","JODAVIESS COUNTY SHERIFF'S OFFICE, IL",12
"5053","JOHN F. KENNEDY FEDERAL BUILDING",2
"5054","JOHNS CREEK, GA",3
"5055","JOHNSON COUNTY GENERAL AREA",7
"5056","JOHNSON COUNTY JAIL",239
"5057","JOHNSON COUNTY JAIL, BUFFALO, WYOMING",7
"5058","JOHNSON COUNTY JAIL, IA",362
"5059","JOHNSON COUNTY JAIL, KY",4
"5060","JOHNSON COUNTY JAIL, TN",29
"5061","JOHNSON COUNTY KANSAS AREA NON-CUSTODIAL ARREST",260
"5062","JOHNSON COUNTY PROBATION OFFICE",1
"5063","JOHNSON COUNTY PROBATION-CLARKSVILLE OFFICE",2
"5064","JOHNSON COUNTY SHERIFF'S OFFICE, FRANKLIN, INDIANA",450
"5065","JOHNSON COUNTY SHERIFFS OFFICE",213
"5066","JOHNSON COUNTY SHERIFFS OFFICE KANSAS",1198
"5067","JOHNSON COUNTY SHERIFFS OFFICE MISSOURI",14
"5068","JOHNSON COUNTY, GA",6
"5069","JOHNSTON CO PROBATION BERKSHIRE RD SMITHFIELD",3
"5070","JOHNSTON COUNTY FUGITIVE OPERATIONS",245
"5071","JOHNSTON COUNTY JAIL",301
"5072","JOHNSTON COUNTY SHERIFF",34
"5073","JOINT CRIMINAL ALIEN REMOVAL EL PASO, TX STREET ARREST",13
"5074","JONES COUNTY",7
"5075","JONES COUNTY ADULT DETENTION CENTER, MS",230
"5076","JONES COUNTY FUGITIVE OPERATIONS",3
"5077","JONES COUNTY JAIL",6
"5078","JONES COUNTY JAIL TRENTON, NC",2
"5079","JONES COUNTY JAIL, IA",6
"5080","JONES COUNTY, GA",3
"5081","JONES COUNTY, MS",20
"5082","JONESBORO MUNICIPAL PROBATION",1
"5083","JONESBORO, GA",293
"5084","JOPLIN POLICE DEPARTMENT, MISSOURI",29
"5085","JOSEPHINE COUNTY JAIL",46
"5086","JRL GENERAL AREA, NON-SPECIFIC",873
"5087","JUAB COUNTY JAIL - UT",57
"5088","JUNIATA COUNTY PROBATION",6
"5089","JUVENILE JUSTICE COMMISION FEMALE SECURE FACILITY",2
"5090","Jessup Correctional Institution",9
"5091","Jim Wells County SO",5
"5092","Joint Effort",345
"5093","Joint Terrorism TF, San Diego, CA",3
"5094","Jones County Jail Trenton, NC",3
"5095","Jones County, TX Jail",11
"5096","KALAMAZOO AREA MICHIGAN STATE PAROLE OFFICE",2
"5097","KALAMAZOO COUNTY CIRCUIT COURT PROBATION/PAROLE",3
"5098","KALAMAZOO COUNTY DISTRICT COURT PROBATION",6
"5099","KALAMAZOO COUNTY JAIL, KALAMAZOO, MI",115
"5100","KALAMAZOO, MI GENERAL AREA",31
"5101","KALAMAZOO, MICHIGAN",39
"5102","KALISPELL, MT PROBATION&PAROLE",1
"5103","KALKASKA COUNTY JAIL, KALKASKA, MI",4
"5104","KAN GENERAL AREA, NON-SPECIFIC",3297
"5105","KANABEC COUNTY JAIL, MN",1
"5106","KANDIYOHI COUNTY JAIL, MN",148
"5107","KANE COUNTY JAIL, UT",13
"5108","KANE COUNTY SHERIFF'S OFFICE, IL",578
"5109","KANKAKEE COUNTY SHERIFF'S OFFICE, IL",46
"5110","KANSAS CITY DETENTION AND REMOVAL OPERATIONS OFFICE",394
"5111","KANSAS CITY KANSAS AREA NON-CUSTODIAL ARREST",147
"5112","KANSAS CITY MISSOURI AREA NON-CUSTODIAL ARREST",515
"5113","KANSAS CITY POLICE DEPARTMENT KANSAS CITY MISSOURI",272
"5114","KARNES",190
"5115","KARNES COUNTY",2
"5116","KARNES COUNTY JAIL",1
"5117","KARNES COUNTY JAIL - TX1280000",1303
"5118","KATY POLICE DEPT, HARRIS COUNTY, TX",81
"5119","KATY, TEXAS",56
"5120","KAUAI COMMUNITY CORRECTIONAL CENTER",4
"5121","KAUFMAN COUNTY CRIM AT LARGE",48
"5122","KAUFMAN COUNTY GEN AREA, NON-SPECIFIC",1
"5123","KAUFMAN COUNTY GENERAL AREA",13
"5124","KAUFMAN COUNTY JAIL",393
"5125","KAUFMAN COUNTY NON CRIM",11
"5126","KAUFMAN COUNTY PROBATION",13
"5127","KAUFMAN COUNTY SHERIFF'S OFFICE",1
"5128","KAY COUNTY JAIL",19
"5129","KCD GENERAL AREA, NON-SPECIFIC",1281
"5130","KDOC, EL DORADO CORRECTIONAL FACILITY",110
"5131","KDOC, ELLSWORTH CORRECTIONAL FACILITY",12
"5132","KDOC, HUTCHINSON CORRECTIONAL  FACILITY, HUTCHINSON, KANSAS",348
"5133","KDOC, HUTCHINSON CORRECTIONAL FACILITY, HUTCHINSON, KANSAS",1
"5134","KDOC, LARNED CORRECTIONAL FACILITY, LARNED, KANSAS",12
"5135","KDOC, NORTON CORRECTIONAL FACILITY, NORTON, KANSAS",27
"5136","KEANSBURG PD",2
"5137","KEARNEY COUNTY JAIL, NE",1
"5138","KEARNY COUNTY SHERIFFS OFFICE, LAKIN, KANSAS",15
"5139","KEARNY MESA JUVENILE DETENTION FACILITY",27
"5140","KEARNY PD",88
"5141","KEEN MOUNTIAN CORRECTIONAL CENTER-VA",6
"5142","KEENE POLICE DEPARTMENT",3
"5143","KEITH COUNTY JAIL, NE",12
"5144","KELLER POLICE DEPARTMENT",49
"5145","KEMAH POLICE DEPT, GALVESTON COUNTY, TX",3
"5146","KEMAH POLICE DEPT, GALVESTON, CO,TX",1
"5147","KEMAH, TEXAS",3
"5148","KEMPER COUNTY, MS",5
"5149","KEMPER-NESHOBA COUNTY/REGIONAL CORRECTIONAL FACILITY, MS",1
"5150","KENDALL COUNTY JAIL - TX1300000",199
"5151","KENDALL COUNTY SHERIFF'S OFFICE, IL",19
"5152","KENILWORTH PD",11
"5153","KENNEBEC COUNTY JAIL, AUGUSTA",1
"5154","KENNER, LA",331
"5155","KENNESAW, GA",17
"5156","KENOSHA COUNTY JAIL, WI",1
"5157","KENT CITY JAIL",372
"5158","KENT COUNTY COURT",5
"5159","KENT COUNTY DETENTION CENTER",47
"5160","KENT COUNTY GENERAL AREA",9
"5161","KENT COUNTY JAIL, GRAND RAPIDS, MI",1134
"5162","KENT COUNTY MD",5
"5163","KENT COUNTY PROBATION",3
"5164","KENTON COUNTY DETENTION CTR, KY",321
"5165","KENTUCKY DEPARTMENT OF CORRECTIONS",516
"5166","KENTWOOD, MICHIGAN",28
"5167","KEOKUK COUNTY JAIL, IA",1
"5168","KERMAN POLICE DEPARTMENT",3
"5169","KERN COUNTY",2017
"5170","KERN COUNTY JAIL LERDO",4363
"5171","KERN COUNTY SHERIFF'S DEPARTMENT",53
"5172","KERN VALLEY STATE PRISON",163
"5173","KERR COUNTY",1
"5174","KERR COUNTY JAIL - TX1330000",199
"5175","KERSHAW COUNTY DEPT. OF JUVENILE JUSTICE",1
"5176","KERSHAW COUNTY DETENTION CENTER",2
"5177","KERSHAW COUNTY, SC",97
"5178","KERSHAW, SC",11
"5179","KETCHIKAN CORRECTIONAL CENTER",5
"5180","KEY GENERAL AREA, NON-SPECIFIC",1
"5181","KEYPORT PD",10
"5182","KILLEEN, TX",66
"5183","KILLINGLY, CT",6
"5184","KIMBLE COUNTY JAIL - TX1340000",7
"5185","KIN GENERAL AREA, NON-SPECIFIC",6
"5186","KING CO.JAIL",1
"5187","KING COUNTY JAIL",809
"5188","KING COUNTY JUVENILE",3
"5189","KING SALMON JAIL",1
"5190","KINGFISHER COUNTY JAIL",25
"5191","KINGMAN COUNTY SHERIFFS OFFICE, KINGMAN, KANSAS",22
"5192","KINGMAN POLICE DEPARTMENT",2
"5193","KINGS COUNTY",43
"5194","KINGS COUNTY JAIL",411
"5195","KINGSBURG POLICE DEPARTMENT",1
"5196","KINNELON PD",2
"5197","KINNEY COUNTY DETENTION CENTER",7
"5198","KINROSS CORRECTIONAL FACILITY, KINCHELOE, MI",39
"5199","KIOWA COUNTY JAIL",1
"5200","KIOWA COUNTY SHERIFFS OFFICE, GREENSBURG, KANSAS",19
"5201","KIRKLAND CITY PD",33
"5202","KIRKLAND RECEPTION AND EVALUATION CENTER",3
"5203","KIRKLAND STATE PRISON, SC",485
"5204","KIRKSVILLE POLICE DEPARTMENT, MISSOURI",2
"5205","KIRKWOOD POLICE DEPARTMENT, MISSOURI",2
"5206","KISSIMMEE GENERAL AREA",25
"5207","KISSIMMEE, FL PROBATION & PAROLE, FL DOC #094",167
"5208","KIT CARSON COUNTY",8
"5209","KIT CARSON COUNTY JAIL",25
"5210","KIT CARSON COUNTY PROBATION",1
"5211","KITSAP COUNTY JAIL",188
"5212","KITSAP COUNTY JUVENILE DETENTION",1
"5213","KITTERY POLICE DEPARTMENT",6
"5214","KITTITAS CO. JAIL",130
"5215","KLAMATH COUNTY JAIL",150
"5216","KLAMATH COUNTY JAIL, KLAMATH FALLS, OREGON",1
"5217","KLEBERG CO JAIL, KINGSVILE, TX",7
"5218","KLEBERG CO PROBATION, KINGSVILLE, TX",1
"5219","KLEBERG COUNTY JAIL, KINGSVILLE, TX",5
"5220","KLICKITAT CO. JAIL",54
"5221","KND GENERAL AREA, NON-SPECIFIC",1
"5222","KNOX COUNTY DETENTION CTR, KY",10
"5223","KNOX COUNTY JAIL",5
"5224","KNOX COUNTY JAIL, ROCKLAND",2
"5225","KNOX COUNTY JAIL, TN",839
"5226","KNOX COUNTY SHERIFF'S OFFICE, IL",12
"5227","KNOX COUNTY SHERIFF'S OFFICE, ROCKLAND",1
"5228","KNOX COUNTY SHERIFF'S OFFICE, VINCENNES, INDIANA",36
"5229","KNOXVILLE GENERAL AREA, NON-SPECIFIC",3
"5230","KNX GENERAL AREA, NON-SPECIFIC",1594
"5231","KODIAK CITY JAIL",3
"5232","KOOCHICHING COUNTY LAW ENFORCEMENT CENTER, MN",1
"5233","KOOTENAI CO. JAIL",31
"5234","KOSCIUSKO COUNTY SHERIFF'S OFFICE, INDIANA",58
"5235","KOTS KUG",1
"5236","KREMMLING, CO",7
"5237","KROME SPC",4117
"5238","KROTZ SPRINGS CITY JAIL",2
"5239","Kleberg County Probation",1
"5240","LA CASITA",1
"5241","LA FAYETTE, GA",12
"5242","LA FERIA CITY JAIL, TX",48
"5243","LA GRANGE COLLEGE, GA",1
"5244","LA GRULLA",1
"5245","LA HABRA POLICE DEPARTMENT",85
"5246","LA HABRA, CA",22
"5247","LA JOYA CITY JAIL, TX",24
"5248","LA MARQUE POLICE DEPT, GALVESTON COUNTY, TX",1
"5249","LA MARQUE, TEXAS",1
"5250","LA MESA POLICE DEPARTMENT",1
"5251","LA PALMA POLICE DEPARTMENT",2
"5252","LA PAZ COUNTY JAIL",115
"5253","LA PLATA COUNTY",41
"5254","LA PLATA COUNTY COURTHOUSE",5
"5255","LA PLATA COUNTY JAIL",108
"5256","LA PORTE COUNTY SHERIFF'S OFFICE, INDIANA",9
"5257","LA PORTE PLICE DEPT,HARRIS COUNTY,TX",2
"5258","LA PORTE POLICE DEPT, HARRIS COUNTY, TX",13
"5259","LA SALLE COUNTY JAIL",17
"5260","LA SALLE COUNTY JAIL - TX1420000",2
"5261","LA SALLE COUNTY SHERIFF'S OFFICE, IL",1
"5262","LA SALLE DETENTION FACILITY",4594
"5263","LA TUNA FCI",8
"5264","LABETTE COUNTY SHERIFFS OFFICE, OSWEGO, KANSAS",5
"5265","LAC QUI PARLE COUNTY JAIL, MN",1
"5266","LACEY POLICE DEPARTMENT",4
"5267","LACKAWANNA COUNTY PRISON",219
"5268","LACKAWANNA COUNTY PROBATION",26
"5269","LACKAWANNA COUNTY PROCESSING CENTER (CENTRAL BOOKING)",31
"5270","LACLEDE COUNTY SHERIFFS OFFICE, MISSOURI",11
"5271","LADUE POLICE DEPARTMENT, MISSOURI",2
"5272","LAF GENERAL AREA, NON-SPECIFIC",851
"5273","LAFAYETTE COUNTY JAIL",5
"5274","LAFAYETTE COUNTY SHERIFFS OFFICE MISSOURI",24
"5275","LAFAYETTE COUNTY, MS",44
"5276","LAFAYETTE PARISH JAIL",32
"5277","LAFAYETTE PROBATION OFFICE",6
"5278","LAFAYETTE STREET JAIL/GA14, HARTFORD, CT",14
"5279","LAFOURCHE PARISH JAIL",19
"5280","LAFOURCHE PARISH, LA",150
"5281","LAGRANGE COUNTY SHERIFF'S OFFICE, INDIANA",27
"5282","LAGRANGE MUNICIPAL PROBATION",1
"5283","LAGRANGE PROBATION OFFICE",1
"5284","LAGUNA BEACH POLICE DEPARTMENT",14
"5285","LAGUNA BEACH, CA",7
"5286","LAGUNA HILLS, CA",1
"5287","LAGUNA NIGUEL, CA",1
"5288","LAK GENERAL AREA, NON-SPECIFIC",71
"5289","LAKE CITY, GA",5
"5290","LAKE CO JAIL, MADISON, SD",27
"5291","LAKE COMO BOROUGH PD",1
"5292","LAKE COUNTY",1
"5293","LAKE COUNTY INDIANA",2
"5294","LAKE COUNTY JAIL",214
"5295","LAKE COUNTY JAIL - CA",207
"5296","LAKE COUNTY JAIL MT",5
"5297","LAKE COUNTY JAIL, BALDWIN, MI",11
"5298","LAKE COUNTY JAIL, IL",533
"5299","LAKE COUNTY JAIL, MN",1
"5300","LAKE COUNTY SHERIFF'S OFFICE, IL",133
"5301","LAKE COUNTY SHERIFF'S OFFICE, IN",53
"5302","LAKE COUNTY SHERIFF'S OFFICE, INDIANA",1
"5303","LAKE COUNTY SHERIFFS DEPARTMENT",1
"5304","LAKE COUNTY, COLORADO",3
"5305","LAKE COUNTY, IL GENERAL AREA",1
"5306","LAKE FOREST, CA",1
"5307","LAKE HAVASU CITY POLICE DEPT.",2
"5308","LAKE JACKSON POLICE DEPT, BRAZORIA COUNTY, TX",5
"5309","LAKE JACKSON POLICE DEPT,BRAZORIA COUNTY, TX",2
"5310","LAKE OF THE WOODS COUNTY JAIL, MN",1
"5311","LAKE ORION, MICHIGAN",9
"5312","LAKE PARK, GA",4
"5313","LAKE REGIONAL LAW ENFORCEMENT CENTER, ND",11
"5314","LAKE ST. LOUIS POLICE DEPARTMENT, MISSOURI",1
"5315","LAKE WORTH POLICE DEPARTMENT",14
"5316","LAKEHURST POLICE DEPARTMENT",1
"5317","LAKELAND CORRECTIONAL FACILITY, COLDWATER, MI",2
"5318","LAKELAND PROBATION OFFICE",1
"5319","LAKELAND, GA",2
"5320","LAKEWOOD POLICE DEPARTMENT",297
"5321","LAMAR COUNTY ADULT DETENTION CENTER, MS",133
"5322","LAMAR COUNTY GENERAL AREA",5
"5323","LAMAR COUNTY JAIL",1
"5324","LAMAR COUNTY NON CRIM",5
"5325","LAMAR COUNTY PROBATION",15
"5326","LAMAR COUNTY SHERIFFS OFFICE",113
"5327","LAMAR COUNTY, GA",11
"5328","LAMAR COUNTY, MS",13
"5329","LAMB COUNTY",1
"5330","LAMB COUNTY JAIL",41
"5331","LAMBERTVILLE PD",5
"5332","LAMPASAS COUNTY JAIL, LAMPASAS, TEXAS",76
"5333","LAN GENERAL AREA, NON-SPECIFIC",1
"5334","LANCASTER CA STATE PRISON, LANCASTER, CA",1
"5335","LANCASTER COUNTY JAIL, NE",385
"5336","LANCASTER COUNTY JAIL-VA",3
"5337","LANCASTER COUNTY, SC",165
"5338","LANCASTER POLICE DEPARTMENT",2
"5339","LANCASTER SHERIFF'S STATION",14
"5340","LANCASTER, SC",36
"5341","LANE 1",1
"5342","LANE 1 PRE-PRIMARY",1
"5343","LANE 11 PRE-PRIMARY",1
"5344","LANE 12",2
"5345","LANE 4",1
"5346","LANE 6",1
"5347","LANE COUNTY JAIL",286
"5348","LANE COUNTY SHERIFFS OFFICE, DIGHTON, KANSAS",1
"5349","LANIER COUNTY SHERIFFS, GA",2
"5350","LANSING AREA MICHIGAN STATE PAROLE OFFICE",2
"5351","LANSING CORRECTIONAL FACILITY KANSAS DEPARTMENT OF CORRECTIONS",75
"5352","LANSING, MI GENERAL AREA",28
"5353","LANSING, MICHIGAN",94
"5354","LAPEER COUNTY JAIL, LAPEER, MI",20
"5355","LAPEER, MICHIGAN",6
"5356","LAPORT COUNTY SHERIFF'S OFFICE, IN",11
"5357","LAPORTE, TEXAS",9
"5358","LAR GENERAL AREA, NON-SPECIFIC",64
"5359","LARAMIE COUNTY JAIL, CHEYENNE, WYOMING",142
"5360","LARAMIE COUNTY PROBATION OFFICE",1
"5361","LARAMIE COUNTY WYOMING",1
"5362","LARAMIE COUNTY, WYOMING",67
"5363","LAREDO BUSINESS DISTRICT",1
"5364","LAREDO FEDERAL PROBATION AND PAROLE",3
"5365","LAREDO STREET ARREST",46
"5366","LARIMER COUNTY",137
"5367","LARIMER COUNTY JAIL",289
"5368","LARIMER COUNTY PROBATION OFFICE",5
"5369","LARRY D. SMITH CORRECTIONAL FACILITY (RCSD) BANNING, CA",406
"5370","LARUE COUNTY DETENTION CTR, KY",38
"5371","LAS ANIMAS COUNTY JAIL",29
"5372","LAS ANIMAS COUNTY PROBATION OFFICE",3
"5373","LAS ANIMAS COUNTY, CO",16
"5374","LAS COLINAS DETENTION AND REENTRY FACILITY",342
"5375","LAS COLINAS JAIL",510
"5376","LAS CRUCES- DISTRICT OFFICE 3A",6
"5377","LAS CRUCES-DISTRICT OFFICE 3A",49
"5378","LAS GENERAL AREA, NON-SPECIFIC",123
"5379","LAS VEGAS CAP PROCESSING",958
"5380","LAS VEGAS CAP-AT-LARGE",95
"5381","LAS VEGAS DETENTION AND REMOVAL OPERATIONS",130
"5382","LAS VEGAS DRUG ENFORCEMENT ADMINISTRATION",2
"5383","LAS VEGAS FEDERAL BUREAU OF INVESTIGATIONS",4
"5384","LAS VEGAS FUGITIVE OPERATIONS",2411
"5385","LAS VEGAS METRO POLICE DEPARTMENT",11
"5386","LAS VEGAS UNITED STATES MARSHAL SERVICE",73
"5387","LASALLE COUNTY SHERIFF'S OFFICE, IL",10
"5388","LASALLE DETENTION FACILITY (JENA)",1083
"5389","LASALLE PARISH JAIL",11
"5390","LASSEN COUNTY JAIL",28
"5391","LATAH CO. JAIL",2
"5392","LATIMER COUNTY JAIL",3
"5393","LAUDERDALE COUNTY JAIL, FLORENCE, AL",1
"5394","LAUDERDALE COUNTY, MS",137
"5395","LAUREL COUNTY DETENTION CTR, KY",56
